batch_id,toy_id,toy_name,toy_category,elf_team_id,production_timestamp,production_date,paint_quality,assembly_score,safety_check_passed,defect_count,materials_plastic_kg,materials_wood_kg,materials_metal_kg,materials_fabric_kg,production_time_minutes,predicted_popularity_score,carbon_footprint_kg,quality_tier,workshop_location,shift
BATCH_2025_000451,TOY_VEH_2593,Hot Wheels Track,VEHICLES,Team_H,2025-11-10 22:03:02.820354,2025-10-28,0.839,0.977,True,0,0.22,0.76,0.15,0.19,30.2,0.636,3.36,PREMIUM,West_Workshop,AFTERNOON
BATCH_2025_000676,TOY_DOL_8713,Action Heroes,DOLLS,Team_D,2025-11-11 00:03:20.958338,2025-11-24,0.95,0.901,True,0,1.41,0.63,0.37,0.11,64.5,0.804,3.2,PREMIUM,West_Workshop,NIGHT
BATCH_2025_000907,TOY_BUI_8712,Magnetic Tiles,BUILDING,Team_C,2025-11-11 02:53:14.563835,2025-11-22,0.824,0.749,True,1,1.19,0.55,0.19,0.21,38.4,0.683,2.04,ECONOMY,South_Workshop,AFTERNOON
BATCH_2025_000450,TOY_GAM_6042,Puzzle 1000pc,GAMES,Team_J,2025-11-11 03:33:05.710189,2025-11-04,0.83,0.87,True,0,1.85,0.23,0.33,0.06,33.9,0.646,1.13,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000190,TOY_DOL_9551,Baby Doll Set,DOLLS,Team_G,2025-11-11 03:45:59.205179,2025-11-09,1.077,1.0,True,0,1.95,0.93,0.17,0.26,17.5,0.951,2.64,PREMIUM,North_Workshop,MORNING
BATCH_2025_000991,TOY_GAM_2488,Chess Set,GAMES,Team_H,2025-11-11 03:47:31.132866,2025-11-16,0.744,0.749,True,0,0.54,0.5,0.38,0.01,79.1,0.667,1.2,STANDARD,West_Workshop,NIGHT
BATCH_2025_000648,TOY_EDU_9606,Coding Game,EDUCATIONAL,Team_B,2025-11-11 06:32:24.903471,2025-11-23,0.847,1.008,True,0,0.64,0.74,0.46,0.06,54.0,0.622,4.88,PREMIUM,North_Workshop,NIGHT
BATCH_2025_000017,TOY_EDU_7572,Chemistry Set,EDUCATIONAL,Team_F,2025-11-11 06:36:53.700018,2025-10-26,0.664,0.728,True,0,1.38,0.74,0.3,0.25,73.4,0.766,0.87,STANDARD,West_Workshop,NIGHT
BATCH_2025_000740,TOY_EDU_2556,Chemistry Set,EDUCATIONAL,Team_H,2025-11-11 08:06:03.359799,2025-11-01,0.83,0.887,True,0,0.98,0.87,0.21,0.1,79.3,0.727,2.14,PREMIUM,North_Workshop,MORNING
BATCH_2025_000821,TOY_GAM_2973,Monopoly,GAMES,Team_E,2025-11-11 08:22:11.149078,2025-11-24,0.914,0.956,True,1,0.22,0.78,0.27,0.03,116.1,0.561,0.86,STANDARD,West_Workshop,MORNING
BATCH_2025_000545,TOY_VEH_9417,Toy Airplane,VEHICLES,Team_A,2025-11-11 09:07:06.652381,2025-11-15,0.694,0.723,True,0,0.97,0.1,0.03,0.18,98.5,0.625,3.6,STANDARD,West_Workshop,MORNING
BATCH_2025_000431,TOY_EDU_2525,Robot Kit,EDUCATIONAL,Team_H,2025-11-11 09:17:29.762374,2025-11-20,0.924,0.871,True,3,0.93,0.2,0.22,0.16,48.5,0.725,1.85,STANDARD,East_Workshop,NIGHT
BATCH_2025_000709,TOY_EDU_1391,Robot Kit,EDUCATIONAL,Team_C,2025-11-11 09:59:18.966053,2025-10-31,0.808,0.825,True,2,0.49,0.93,0.26,0.11,74.7,0.702,1.75,STANDARD,North_Workshop,MORNING
BATCH_2025_000117,TOY_DOL_6248,Barbie Dreamhouse,DOLLS,Team_G,2025-11-11 10:36:44.027725,2025-11-14,0.77,0.929,True,0,1.2,0.82,0.21,0.23,117.6,0.915,3.46,STANDARD,North_Workshop,MORNING
BATCH_2025_000499,TOY_EDU_3010,Microscope,EDUCATIONAL,Team_C,2025-11-11 14:30:29.229202,2025-11-02,0.819,0.791,True,2,1.25,0.88,0.07,0.25,27.6,0.621,0.87,ECONOMY,East_Workshop,AFTERNOON
BATCH_2025_000131,TOY_BUI_8975,LEGO Castle Set,BUILDING,Team_J,2025-11-11 14:34:55.664484,2025-10-30,0.785,0.814,True,1,0.32,0.96,0.05,0.16,17.8,0.773,3.38,STANDARD,West_Workshop,NIGHT
BATCH_2025_000587,TOY_DOL_6541,Barbie Dreamhouse,DOLLS,Team_G,2025-11-11 15:18:34.482503,2025-11-20,1.049,0.906,True,0,0.62,0.72,0.12,0.25,64.6,0.772,2.52,PREMIUM,North_Workshop,AFTERNOON
BATCH_2025_000981,TOY_VEH_7115,Hot Wheels Track,VEHICLES,Team_E,2025-11-11 15:27:44.621688,2025-11-07,0.634,0.809,True,0,1.19,0.46,0.42,0.23,118.0,0.991,4.35,ECONOMY,West_Workshop,NIGHT
BATCH_2025_000913,TOY_GAM_7165,Puzzle 1000pc,GAMES,Team_H,2025-11-11 15:51:41.130022,2025-11-18,0.755,0.673,True,0,0.74,0.43,0.12,0.28,84.7,0.606,4.54,ECONOMY,South_Workshop,MORNING
BATCH_2025_000039,TOY_DOL_6134,Barbie Dreamhouse,DOLLS,Team_D,2025-11-11 16:29:43.529818,2025-10-31,0.802,0.956,True,3,1.16,0.6,0.05,0.23,88.0,0.698,0.93,STANDARD,North_Workshop,AFTERNOON
BATCH_2025_000741,TOY_DOL_6246,Action Heroes,DOLLS,Team_J,2025-11-11 17:33:43.756799,2025-11-09,0.939,0.973,True,0,1.68,0.02,0.29,0.19,78.1,0.919,1.48,STANDARD,West_Workshop,NIGHT
BATCH_2025_000223,TOY_DOL_6292,American Girl Doll,DOLLS,Team_D,2025-11-11 17:54:26.283571,2025-10-30,0.85,0.733,True,1,0.2,0.49,0.16,0.26,93.2,0.919,0.79,STANDARD,East_Workshop,MORNING
BATCH_2025_000797,TOY_BUI_1254,K'NEX Set,BUILDING,Team_F,2025-11-11 18:40:21.103297,2025-10-31,0.925,1.01,True,0,0.71,0.6,0.31,0.29,14.3,0.699,2.91,PREMIUM,West_Workshop,NIGHT
BATCH_2025_000159,TOY_EDU_1176,Coding Game,EDUCATIONAL,Team_D,2025-11-11 19:39:15.584166,2025-11-12,0.992,1.051,True,0,1.32,0.66,0.13,0.22,43.7,0.565,0.7,PREMIUM,East_Workshop,MORNING
BATCH_2025_000381,TOY_VEH_9201,Train Set,VEHICLES,Team_G,2025-11-11 19:44:57.153486,2025-11-14,0.993,0.904,True,0,0.79,0.89,0.12,0.29,13.5,0.666,1.51,PREMIUM,North_Workshop,MORNING
BATCH_2025_000006,TOY_DOL_4350,American Girl Doll,DOLLS,Team_E,2025-11-11 19:53:25.420906,2025-11-05,1.068,0.975,True,0,1.24,0.07,0.33,0.0,20.6,0.562,3.21,PREMIUM,East_Workshop,NIGHT
BATCH_2025_000278,TOY_EDU_6799,Coding Game,EDUCATIONAL,Team_J,2025-11-11 20:29:28.597989,2025-11-07,0.694,0.724,True,2,1.51,0.71,0.3,0.14,45.6,0.735,2.47,ECONOMY,West_Workshop,NIGHT
BATCH_2025_000959,TOY_EDU_7273,Microscope,EDUCATIONAL,Team_A,2025-11-11 20:49:55.225189,2025-11-18,0.805,0.761,True,1,0.23,0.93,0.23,0.19,67.3,0.838,3.48,ECONOMY,North_Workshop,NIGHT
BATCH_2025_000817,TOY_GAM_2299,Monopoly,GAMES,Team_A,2025-11-11 21:20:33.921533,2025-11-07,0.884,0.885,True,2,2.0,0.97,0.26,0.0,53.1,0.82,4.74,STANDARD,North_Workshop,MORNING
BATCH_2025_000085,TOY_GAM_1341,Video Game,GAMES,Team_G,2025-11-11 22:13:19.930949,2025-11-20,0.739,0.835,True,1,1.03,0.68,0.2,0.06,16.9,0.642,2.16,STANDARD,North_Workshop,NIGHT
BATCH_2025_000414,TOY_GAM_3987,Video Game,GAMES,Team_I,2025-11-11 22:28:23.271310,2025-11-20,0.628,0.78,True,0,1.01,0.26,0.2,0.27,117.7,0.802,2.74,ECONOMY,East_Workshop,AFTERNOON
BATCH_2025_000584,TOY_EDU_7823,Microscope,EDUCATIONAL,Team_F,2025-11-11 23:07:52.488929,2025-11-12,0.766,0.841,True,1,0.84,0.18,0.11,0.2,65.5,0.515,3.66,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000747,TOY_VEH_8929,Train Set,VEHICLES,Team_D,2025-11-11 23:11:44.765575,2025-11-20,1.045,0.97,True,0,0.96,0.01,0.2,0.12,80.9,0.637,4.96,PREMIUM,East_Workshop,MORNING
BATCH_2025_000215,TOY_GAM_5026,Chess Set,GAMES,Team_C,2025-11-11 23:16:11.288628,2025-11-09,0.935,0.793,True,1,0.27,0.7,0.5,0.25,36.3,0.91,4.54,STANDARD,North_Workshop,MORNING
BATCH_2025_000681,TOY_DOL_5183,Barbie Dreamhouse,DOLLS,Team_H,2025-11-11 23:35:41.336041,2025-11-23,0.841,0.911,True,2,0.69,0.28,0.48,0.28,97.3,0.709,1.87,STANDARD,South_Workshop,MORNING
BATCH_2025_000227,TOY_DOL_2732,Action Heroes,DOLLS,Team_F,2025-11-11 23:38:59.704882,2025-10-29,0.9,0.771,True,1,1.25,0.18,0.35,0.25,115.8,0.673,4.7,STANDARD,North_Workshop,MORNING
BATCH_2025_000408,TOY_BUI_8546,LEGO Castle Set,BUILDING,Team_D,2025-11-11 23:41:21.129211,2025-11-20,0.884,0.9,True,1,1.06,0.78,0.19,0.25,42.1,0.98,4.75,STANDARD,West_Workshop,NIGHT
BATCH_2025_000111,TOY_BUI_5993,LEGO Castle Set,BUILDING,Team_I,2025-11-12 02:15:58.932546,2025-11-17,0.798,0.853,True,1,0.46,0.39,0.18,0.07,117.9,0.602,1.57,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000854,TOY_VEH_6022,Remote Control Car,VEHICLES,Team_A,2025-11-12 03:19:25.971167,2025-11-20,0.958,0.791,True,1,0.72,0.68,0.4,0.27,84.5,0.964,3.45,STANDARD,West_Workshop,MORNING
BATCH_2025_000958,TOY_GAM_4185,Video Game,GAMES,Team_D,2025-11-12 04:09:25.655150,2025-11-01,0.879,0.959,True,0,1.53,0.63,0.48,0.21,110.8,0.727,2.96,PREMIUM,South_Workshop,MORNING
BATCH_2025_000153,TOY_BUI_9157,LEGO Castle Set,BUILDING,Team_E,2025-11-12 04:18:15.289647,2025-11-21,0.848,0.913,True,3,0.54,0.76,0.37,0.0,103.9,0.867,1.63,STANDARD,West_Workshop,MORNING
BATCH_2025_000307,TOY_GAM_6944,Monopoly,GAMES,Team_F,2025-11-12 05:39:06.258504,2025-11-24,0.896,0.929,True,0,0.38,0.19,0.21,0.1,61.7,0.821,2.09,PREMIUM,West_Workshop,AFTERNOON
BATCH_2025_000618,TOY_BUI_4137,LEGO Castle Set,BUILDING,Team_B,2025-11-12 07:24:19.479177,2025-11-14,0.968,0.924,True,0,0.14,0.36,0.05,0.08,91.6,0.707,4.78,PREMIUM,North_Workshop,NIGHT
BATCH_2025_000114,TOY_EDU_8281,Chemistry Set,EDUCATIONAL,Team_F,2025-11-12 08:26:12.319698,2025-11-04,0.744,0.857,True,1,1.94,0.77,0.12,0.23,17.6,0.529,2.06,STANDARD,East_Workshop,NIGHT
BATCH_2025_000835,TOY_GAM_7084,Video Game,GAMES,Team_A,2025-11-12 08:38:08.500622,2025-10-29,0.925,0.931,True,2,0.46,0.49,0.32,0.06,106.2,0.666,2.51,STANDARD,South_Workshop,MORNING
BATCH_2025_000194,TOY_VEH_3152,Toy Airplane,VEHICLES,Team_D,2025-11-12 08:50:32.528992,2025-11-17,0.874,0.994,True,0,1.82,0.89,0.26,0.14,48.6,0.73,2.5,PREMIUM,North_Workshop,MORNING
BATCH_2025_000942,TOY_DOL_3081,Action Heroes,DOLLS,Team_H,2025-11-12 08:50:39.141059,2025-11-12,0.881,0.838,True,2,1.93,0.8,0.09,0.14,68.2,0.883,1.86,STANDARD,North_Workshop,NIGHT
BATCH_2025_000385,TOY_EDU_9535,Microscope,EDUCATIONAL,Team_E,2025-11-12 09:16:21.869974,2025-11-07,0.86,0.786,True,1,0.96,0.2,0.38,0.08,105.5,0.765,0.59,STANDARD,North_Workshop,NIGHT
BATCH_2025_000109,TOY_DOL_4790,American Girl Doll,DOLLS,Team_A,2025-11-12 09:58:34.338750,2025-10-26,0.954,0.902,True,0,1.49,0.7,0.48,0.26,56.0,0.737,0.75,PREMIUM,West_Workshop,NIGHT
BATCH_2025_000528,TOY_GAM_2337,Video Game,GAMES,Team_J,2025-11-12 10:04:42.102168,2025-11-16,0.85,0.864,True,0,0.82,0.25,0.17,0.2,77.2,0.557,2.46,PREMIUM,West_Workshop,MORNING
BATCH_2025_000873,TOY_EDU_1042,Chemistry Set,EDUCATIONAL,Team_F,2025-11-12 10:43:42.634377,2025-11-14,0.756,0.82,True,3,0.25,0.56,0.38,0.22,117.5,0.756,4.78,ECONOMY,North_Workshop,AFTERNOON
BATCH_2025_000195,TOY_DOL_9614,American Girl Doll,DOLLS,Team_I,2025-11-12 11:43:52.245291,2025-10-27,0.615,0.691,False,2,1.88,0.46,0.01,0.29,90.8,0.561,1.49,ECONOMY,North_Workshop,MORNING
BATCH_2025_000365,TOY_EDU_6973,Chemistry Set,EDUCATIONAL,Team_G,2025-11-12 12:05:26.508173,2025-11-09,0.976,0.848,True,3,0.54,0.38,0.39,0.01,32.1,0.844,0.6,STANDARD,West_Workshop,MORNING
BATCH_2025_000922,TOY_GAM_2264,Chess Set,GAMES,Team_G,2025-11-12 14:56:47.435527,2025-11-12,0.958,1.028,True,0,0.35,0.85,0.07,0.1,70.1,0.535,2.49,PREMIUM,West_Workshop,AFTERNOON
BATCH_2025_000647,TOY_DOL_6456,Barbie Dreamhouse,DOLLS,Team_G,2025-11-12 15:33:26.078732,2025-11-06,0.891,0.771,True,3,1.27,0.07,0.11,0.05,68.2,0.807,3.54,STANDARD,North_Workshop,NIGHT
BATCH_2025_000396,TOY_DOL_1592,American Girl Doll,DOLLS,Team_I,2025-11-12 15:41:24.465094,2025-11-14,0.738,0.748,True,2,1.7,0.68,0.24,0.16,72.1,0.964,1.06,STANDARD,South_Workshop,MORNING
BATCH_2025_000231,TOY_BUI_1122,Magnetic Tiles,BUILDING,Team_A,2025-11-12 16:31:53.353579,2025-10-29,0.737,0.674,True,3,0.86,0.5,0.16,0.14,15.2,0.814,4.56,ECONOMY,West_Workshop,NIGHT
BATCH_2025_000047,TOY_DOL_5904,American Girl Doll,DOLLS,Team_F,2025-11-12 17:23:23.845942,2025-11-09,0.984,1.055,True,0,0.42,0.76,0.45,0.12,116.3,0.516,1.73,PREMIUM,East_Workshop,MORNING
BATCH_2025_000534,TOY_EDU_4070,Chemistry Set,EDUCATIONAL,Team_H,2025-11-12 18:01:46.118164,2025-11-14,0.923,1.011,True,0,0.43,0.9,0.3,0.25,118.7,0.598,2.12,PREMIUM,North_Workshop,AFTERNOON
BATCH_2025_000228,TOY_VEH_1828,Train Set,VEHICLES,Team_G,2025-11-12 19:03:48.306341,2025-11-11,0.822,0.915,True,2,1.06,0.89,0.41,0.14,33.7,0.942,3.04,STANDARD,South_Workshop,NIGHT
BATCH_2025_000247,TOY_DOL_4192,American Girl Doll,DOLLS,Team_D,2025-11-12 21:46:27.416046,2025-11-18,0.785,0.701,True,1,1.39,0.29,0.0,0.17,18.8,0.743,1.33,ECONOMY,North_Workshop,NIGHT
BATCH_2025_000730,TOY_EDU_1483,Robot Kit,EDUCATIONAL,Team_J,2025-11-12 22:18:41.557069,2025-10-26,0.799,0.678,True,2,1.55,0.55,0.27,0.06,106.9,0.97,0.57,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000172,TOY_BUI_9195,K'NEX Set,BUILDING,Team_J,2025-11-12 22:51:04.551915,2025-11-02,0.847,0.785,True,1,0.64,0.02,0.43,0.04,112.2,0.84,0.77,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000992,TOY_GAM_7619,Puzzle 1000pc,GAMES,Team_C,2025-11-12 22:52:28.060882,2025-11-11,0.916,0.977,True,0,1.3,0.42,0.02,0.04,21.6,0.566,0.54,PREMIUM,West_Workshop,AFTERNOON
BATCH_2025_000197,TOY_DOL_5772,Action Heroes,DOLLS,Team_G,2025-11-12 23:54:23.605679,2025-10-31,0.749,0.759,True,2,0.3,0.91,0.14,0.21,14.3,0.897,4.63,STANDARD,East_Workshop,NIGHT
BATCH_2025_000308,TOY_GAM_9533,Puzzle 1000pc,GAMES,Team_E,2025-11-12 23:59:58.754004,2025-11-02,0.81,0.65,True,0,1.69,0.71,0.11,0.22,61.6,0.509,3.89,ECONOMY,East_Workshop,NIGHT
BATCH_2025_000603,TOY_GAM_3108,Puzzle 1000pc,GAMES,Team_I,2025-11-13 00:57:37.923000,2025-11-03,0.665,0.71,True,3,1.94,0.05,0.46,0.23,41.3,0.796,0.51,ECONOMY,East_Workshop,AFTERNOON
BATCH_2025_000021,TOY_DOL_1975,Barbie Dreamhouse,DOLLS,Team_G,2025-11-13 01:29:49.287160,2025-11-08,0.913,0.961,True,3,0.7,0.67,0.08,0.04,57.5,0.916,0.79,STANDARD,North_Workshop,MORNING
BATCH_2025_000686,TOY_GAM_8819,Puzzle 1000pc,GAMES,Team_D,2025-11-13 02:14:03.714226,2025-11-06,0.886,0.969,True,0,0.49,0.23,0.36,0.19,107.7,0.581,2.69,STANDARD,North_Workshop,NIGHT
BATCH_2025_000350,TOY_GAM_8710,Puzzle 1000pc,GAMES,Team_D,2025-11-13 02:42:57.134506,2025-10-29,0.866,0.725,True,2,0.21,0.18,0.34,0.05,33.3,0.762,1.38,STANDARD,East_Workshop,NIGHT
BATCH_2025_000877,TOY_GAM_2345,Monopoly,GAMES,Team_F,2025-11-13 02:54:34.783666,2025-11-12,0.811,0.797,True,3,0.13,0.39,0.11,0.09,79.5,0.992,3.45,ECONOMY,West_Workshop,MORNING
BATCH_2025_000110,TOY_VEH_2773,Train Set,VEHICLES,Team_I,2025-11-13 03:00:56.081446,2025-11-09,0.689,0.673,True,2,0.88,0.53,0.17,0.28,46.4,0.555,0.61,ECONOMY,North_Workshop,AFTERNOON
BATCH_2025_000119,TOY_BUI_9185,Wooden Block Set,BUILDING,Team_G,2025-11-13 03:24:09.114430,2025-11-13,1.032,1.004,True,0,1.7,0.67,0.35,0.14,100.6,0.926,4.03,PREMIUM,North_Workshop,AFTERNOON
BATCH_2025_000237,TOY_VEH_7033,Toy Airplane,VEHICLES,Team_D,2025-11-13 03:44:38.447042,2025-11-08,0.966,0.901,True,0,0.89,0.27,0.14,0.28,43.8,0.529,3.28,PREMIUM,West_Workshop,MORNING
BATCH_2025_000434,TOY_EDU_4070,Microscope,EDUCATIONAL,Team_J,2025-11-13 04:15:04.055333,2025-11-01,0.646,0.794,True,2,1.22,0.32,0.18,0.03,35.3,0.661,2.14,ECONOMY,North_Workshop,AFTERNOON
BATCH_2025_000745,TOY_VEH_9446,Remote Control Car,VEHICLES,Team_G,2025-11-13 06:33:27.103911,2025-10-26,0.937,0.776,True,2,1.05,0.3,0.35,0.07,53.8,0.659,4.23,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000661,TOY_VEH_9224,Train Set,VEHICLES,Team_B,2025-11-13 06:34:57.789608,2025-11-20,0.77,0.801,True,1,0.42,0.09,0.49,0.03,67.5,0.966,0.53,ECONOMY,North_Workshop,NIGHT
BATCH_2025_000011,TOY_VEH_6812,Train Set,VEHICLES,Team_A,2025-11-13 06:40:56.260148,2025-11-04,0.966,0.925,True,0,0.51,0.04,0.08,0.1,26.5,0.523,4.37,PREMIUM,West_Workshop,AFTERNOON
BATCH_2025_000673,TOY_EDU_3001,Chemistry Set,EDUCATIONAL,Team_J,2025-11-13 07:10:49.977459,2025-11-15,0.919,0.867,True,1,1.11,0.21,0.3,0.3,14.7,0.93,1.38,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000916,TOY_BUI_1542,LEGO Castle Set,BUILDING,Team_F,2025-11-13 08:30:22.845154,2025-11-02,0.876,1.029,True,0,0.49,0.22,0.46,0.05,33.1,0.747,0.7,PREMIUM,East_Workshop,NIGHT
BATCH_2025_000498,TOY_BUI_5413,LEGO Castle Set,BUILDING,Team_A,2025-11-13 08:56:42.772813,2025-11-21,0.942,0.923,True,3,0.44,0.49,0.32,0.27,12.9,0.989,4.99,STANDARD,North_Workshop,AFTERNOON
BATCH_2025_000357,TOY_EDU_1333,Chemistry Set,EDUCATIONAL,Team_F,2025-11-13 09:26:48.885514,2025-11-10,0.95,0.905,True,3,1.36,0.33,0.01,0.09,71.3,0.956,2.6,STANDARD,South_Workshop,MORNING
BATCH_2025_000309,TOY_DOL_7241,Action Heroes,DOLLS,Team_D,2025-11-13 10:43:19.337498,2025-11-02,0.841,0.756,True,1,1.6,0.84,0.04,0.17,86.0,0.576,4.84,STANDARD,North_Workshop,NIGHT
BATCH_2025_000878,TOY_DOL_7783,Barbie Dreamhouse,DOLLS,Team_A,2025-11-13 11:39:19.598647,2025-11-09,0.79,0.675,True,0,0.78,0.18,0.39,0.29,92.0,0.964,3.55,ECONOMY,North_Workshop,AFTERNOON
BATCH_2025_000965,TOY_VEH_6049,Hot Wheels Track,VEHICLES,Team_I,2025-11-13 12:25:25.457779,2025-11-22,0.861,0.789,True,3,0.61,0.37,0.4,0.25,70.4,0.985,0.56,STANDARD,South_Workshop,NIGHT
BATCH_2025_000004,TOY_DOL_5213,Action Heroes,DOLLS,Team_J,2025-11-13 12:43:29.314189,2025-11-08,0.736,0.788,False,2,0.71,0.74,0.21,0.13,82.9,0.684,0.84,STANDARD,North_Workshop,NIGHT
BATCH_2025_000694,TOY_VEH_7764,Toy Airplane,VEHICLES,Team_J,2025-11-13 12:44:12.898722,2025-11-02,0.797,0.816,True,3,0.87,0.71,0.34,0.14,101.8,0.686,4.01,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000716,TOY_DOL_9449,Action Heroes,DOLLS,Team_G,2025-11-13 12:48:30.468922,2025-11-17,0.7,0.761,True,2,1.64,0.28,0.24,0.01,44.4,0.697,1.71,ECONOMY,South_Workshop,AFTERNOON
BATCH_2025_000232,TOY_VEH_4576,Toy Airplane,VEHICLES,Team_D,2025-11-13 12:53:57.529724,2025-10-26,0.74,0.706,True,0,1.22,0.9,0.33,0.06,117.3,0.671,3.79,ECONOMY,West_Workshop,NIGHT
BATCH_2025_000845,TOY_BUI_7999,LEGO Castle Set,BUILDING,Team_F,2025-11-13 13:01:31.421949,2025-11-22,0.815,0.838,True,1,1.44,0.13,0.18,0.13,70.8,0.878,1.48,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000637,TOY_DOL_5070,Baby Doll Set,DOLLS,Team_C,2025-11-13 15:29:44.304533,2025-10-27,1.076,0.936,True,0,1.06,0.22,0.25,0.04,45.2,0.583,1.94,PREMIUM,South_Workshop,MORNING
BATCH_2025_000552,TOY_VEH_8160,Toy Airplane,VEHICLES,Team_G,2025-11-13 16:55:34.910658,2025-11-24,0.909,0.964,True,0,1.7,0.33,0.07,0.14,10.9,0.637,1.31,PREMIUM,West_Workshop,AFTERNOON
BATCH_2025_000720,TOY_DOL_4233,Action Heroes,DOLLS,Team_D,2025-11-13 17:31:16.399275,2025-11-19,0.78,0.901,True,2,1.82,0.02,0.28,0.08,45.3,0.697,2.2,STANDARD,West_Workshop,NIGHT
BATCH_2025_000259,TOY_BUI_7573,Wooden Block Set,BUILDING,Team_F,2025-11-13 18:48:53.066542,2025-11-21,0.704,0.826,True,2,1.73,0.47,0.04,0.03,15.4,0.696,2.93,STANDARD,West_Workshop,NIGHT
BATCH_2025_000178,TOY_EDU_6094,Chemistry Set,EDUCATIONAL,Team_A,2025-11-13 18:57:47.623265,2025-11-22,0.718,0.719,True,2,1.23,0.83,0.26,0.21,114.4,0.868,3.33,STANDARD,South_Workshop,NIGHT
BATCH_2025_000203,TOY_GAM_2185,Video Game,GAMES,Team_C,2025-11-13 19:39:02.262951,2025-11-21,1.068,0.898,True,0,0.75,0.66,0.43,0.1,74.6,0.684,1.14,PREMIUM,East_Workshop,MORNING
BATCH_2025_000152,TOY_DOL_6452,American Girl Doll,DOLLS,Team_F,2025-11-13 20:35:28.442534,2025-11-10,0.89,1.033,True,0,1.45,0.74,0.31,0.11,20.6,0.707,3.47,PREMIUM,East_Workshop,MORNING
BATCH_2025_000903,TOY_BUI_8984,LEGO Castle Set,BUILDING,Team_E,2025-11-13 20:38:59.114203,2025-11-13,0.802,0.767,True,2,1.88,0.44,0.41,0.12,57.1,0.526,1.89,ECONOMY,West_Workshop,NIGHT
BATCH_2025_000124,TOY_EDU_7225,Microscope,EDUCATIONAL,Team_E,2025-11-13 20:51:08.344933,2025-11-12,0.704,0.734,True,3,0.31,0.09,0.21,0.18,30.8,0.685,3.55,ECONOMY,South_Workshop,NIGHT
BATCH_2025_000479,TOY_DOL_7278,American Girl Doll,DOLLS,Team_A,2025-11-13 21:09:07.176958,2025-11-23,0.98,0.884,True,0,1.51,0.13,0.19,0.25,34.9,0.558,0.93,PREMIUM,North_Workshop,NIGHT
BATCH_2025_000342,TOY_BUI_4680,Wooden Block Set,BUILDING,Team_A,2025-11-13 21:48:50.529019,2025-11-01,0.745,0.887,True,3,1.0,0.33,0.15,0.18,43.9,0.723,4.16,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000944,TOY_EDU_9051,Coding Game,EDUCATIONAL,Team_E,2025-11-13 21:51:35.048169,2025-11-06,0.81,0.963,True,0,1.66,0.64,0.17,0.26,59.8,0.667,4.1,PREMIUM,East_Workshop,AFTERNOON
BATCH_2025_000248,TOY_EDU_1572,Coding Game,EDUCATIONAL,Team_B,2025-11-13 21:57:34.205356,2025-11-23,0.782,0.815,False,1,0.29,0.77,0.24,0.1,109.4,0.849,0.56,STANDARD,North_Workshop,NIGHT
BATCH_2025_000211,TOY_GAM_6171,Video Game,GAMES,Team_G,2025-11-13 22:48:14.262038,2025-11-11,0.712,0.77,True,0,0.86,0.82,0.16,0.13,54.1,0.96,4.19,ECONOMY,West_Workshop,AFTERNOON
BATCH_2025_000869,TOY_BUI_8865,Wooden Block Set,BUILDING,Team_A,2025-11-13 23:30:17.791060,2025-11-12,0.701,0.735,True,2,1.15,0.19,0.03,0.08,111.5,0.665,2.17,ECONOMY,South_Workshop,AFTERNOON
BATCH_2025_000007,TOY_EDU_1375,Coding Game,EDUCATIONAL,Team_H,2025-11-14 00:54:42.804641,2025-11-14,0.76,0.891,True,2,0.68,0.76,0.39,0.17,72.8,0.845,3.49,STANDARD,East_Workshop,NIGHT
BATCH_2025_000886,TOY_BUI_3116,LEGO Castle Set,BUILDING,Team_B,2025-11-14 01:19:52.418065,2025-11-10,0.85,0.901,True,3,0.31,0.1,0.43,0.15,35.8,0.625,3.67,STANDARD,West_Workshop,NIGHT
BATCH_2025_000032,TOY_VEH_3460,Remote Control Car,VEHICLES,Team_A,2025-11-14 01:29:50.131433,2025-10-26,0.827,0.883,True,2,0.48,0.09,0.36,0.15,50.9,0.707,1.98,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000442,TOY_EDU_7077,Microscope,EDUCATIONAL,Team_A,2025-11-14 02:40:17.856899,2025-11-04,1.015,1.009,True,0,0.76,0.8,0.43,0.12,55.7,0.591,4.01,PREMIUM,North_Workshop,AFTERNOON
BATCH_2025_000239,TOY_BUI_3180,Magnetic Tiles,BUILDING,Team_I,2025-11-14 03:17:44.326195,2025-11-10,0.822,0.863,True,2,0.48,0.05,0.27,0.16,33.4,0.999,1.82,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000487,TOY_GAM_7339,Monopoly,GAMES,Team_B,2025-11-14 03:55:36.407256,2025-10-31,0.78,0.914,True,1,0.96,0.53,0.43,0.2,67.5,0.914,0.9,STANDARD,South_Workshop,MORNING
