reindeer_id,reindeer_name,timestamp,heart_rate,altitude_feet,speed_mph,body_temperature,hoof_pressure_fl,hoof_pressure_fr,hoof_pressure_rl,hoof_pressure_rr,energy_efficiency,formation_position,cargo_weight_lbs,wind_speed_mph,visibility,aurora_interference,nose_luminosity,flight_status,training_type
PRANCER-001,Prancer,2025-10-27 08:06:30.978487,153,4115.7,81.7,101.4,130,120,121,112,0.931,3,2604,10,0.69,0.14,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 08:07:30.978487,180,2410.7,107.7,99.6,119,124,115,127,0.845,2,3412,48,0.48,0.14,0.0,FLYING,endurance
PRANCER-001,Prancer,2025-10-27 08:08:30.978487,158,1982.7,76.4,100.3,115,129,110,110,0.889,3,3683,26,0.58,0.67,0.0,FLYING,formation
PRANCER-001,Prancer,2025-10-27 08:09:30.978487,161,1001.0,115.1,101.3,111,128,121,123,0.795,3,1273,30,0.89,0.52,0.0,FLYING,endurance
DANCER-001,Dancer,2025-10-27 08:11:30.978487,84,0.0,0.0,98.3,117,117,121,116,0.874,2,0,11,0.39,0.24,0.0,RESTING,formation
DANCER-001,Dancer,2025-10-27 08:12:30.978487,142,1888.8,111.1,99.7,110,126,114,124,0.862,2,1152,20,0.58,0.32,0.0,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 08:13:30.978487,153,4481.2,83.5,100.8,121,110,110,128,0.825,8,2896,11,0.44,0.34,0.0,FLYING,formation
PRANCER-001,Prancer,2025-10-27 08:17:30.978487,152,3693.2,72.3,101.1,113,110,130,129,0.81,3,3918,5,0.98,0.24,0.0,FLYING,speed
DONNER-001,Donner,2025-10-27 08:18:30.978487,152,4599.7,77.3,99.8,124,125,122,126,0.833,7,4895,26,0.93,0.6,0.0,FLYING,formation
COMET-001,Comet,2025-10-27 08:20:30.978487,157,1720.2,118.5,101.5,112,125,120,120,0.773,5,3254,28,0.31,0.07,0.0,FLYING,formation
VIXEN-001,Vixen,2025-10-27 08:25:30.978487,82,0.0,0.0,98.7,115,119,127,117,0.852,4,0,17,0.84,0.06,0.0,RESTING,formation
VIXEN-001,Vixen,2025-10-27 08:27:30.978487,73,0.0,0.0,101.1,116,126,122,128,0.809,4,0,36,0.83,0.01,0.0,RESTING,navigation
RUDOLPH-001,Rudolph,2025-10-27 08:30:30.978487,175,1901.6,110.5,100.3,118,124,115,116,0.869,9,4006,45,0.49,0.52,82.7,FLYING,endurance
CUPID-001,Cupid,2025-10-27 08:35:30.978487,87,0.0,0.0,99.3,120,125,118,115,0.771,6,0,46,0.49,0.26,0.0,RESTING,weather
DASHER-001,Dasher,2025-10-27 08:40:30.978487,170,1130.0,106.9,100.1,118,123,111,119,0.862,1,3652,40,0.59,0.08,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 08:44:30.978487,165,3090.2,76.5,100.9,112,127,124,130,0.971,9,2439,26,0.48,0.33,89.1,FLYING,formation
DONNER-001,Donner,2025-10-27 08:46:30.978487,144,2616.5,115.5,99.5,119,112,126,121,0.938,7,4057,38,0.7,0.75,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 08:50:30.978487,140,1667.7,110.6,101.1,119,120,111,124,0.899,8,4430,35,0.57,0.23,0.0,FLYING,speed
DONNER-001,Donner,2025-10-27 08:53:30.978487,142,2713.6,80.2,98.9,117,124,118,123,0.886,7,2006,13,0.32,0.39,0.0,FLYING,formation
DASHER-001,Dasher,2025-10-27 08:55:30.978487,147,2884.0,107.5,100.2,114,115,115,123,0.844,1,4512,30,0.94,0.51,0.0,FLYING,endurance
DASHER-001,Dasher,2025-10-27 09:00:30.978487,167,2808.5,98.8,99.3,126,120,129,111,0.839,1,4077,13,0.7,0.16,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 09:05:30.978487,180,4949.6,61.4,99.3,110,130,119,128,0.782,9,4393,7,0.79,0.05,96.9,FLYING,weather
DANCER-001,Dancer,2025-10-27 09:09:30.978487,141,2605.9,103.4,99.6,116,115,111,112,0.843,2,1667,36,0.95,0.54,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 09:13:30.978487,172,3320.9,70.6,101.4,112,128,127,115,0.863,4,3301,9,0.59,0.26,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 09:15:30.978487,83,0.0,0.0,101.7,110,127,123,119,0.89,8,0,10,0.58,0.23,0.0,RESTING,endurance
RUDOLPH-001,Rudolph,2025-10-27 09:17:30.978487,155,3659.5,118.3,101.8,119,130,129,110,0.776,9,2469,49,0.7,0.78,81.7,FLYING,formation
DONNER-001,Donner,2025-10-27 09:18:30.978487,174,1254.0,80.4,99.8,110,121,118,129,0.872,7,4926,17,0.46,0.73,0.0,FLYING,navigation
DASHER-001,Dasher,2025-10-27 09:20:30.978487,144,4131.2,101.6,99.9,127,113,123,125,0.865,1,4798,0,0.57,0.3,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 09:22:30.978487,143,3580.8,94.8,98.4,130,118,128,114,0.957,2,3678,32,0.37,0.0,0.0,FLYING,formation
DANCER-001,Dancer,2025-10-27 09:23:30.978487,166,4747.7,118.6,100.5,111,124,111,116,0.757,2,3576,34,0.32,0.51,0.0,FLYING,endurance
PRANCER-001,Prancer,2025-10-27 09:27:30.978487,166,3114.8,96.0,100.2,130,119,119,126,0.825,3,4876,1,0.76,0.02,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 09:32:30.978487,169,4863.8,117.1,100.5,112,112,123,127,0.751,9,4838,37,0.78,0.58,83.7,FLYING,formation
PRANCER-001,Prancer,2025-10-27 09:33:30.978487,175,2624.6,67.9,98.1,114,110,117,129,0.778,3,1232,40,0.83,0.14,0.0,FLYING,formation
COMET-001,Comet,2025-10-27 09:35:30.978487,66,0.0,0.0,99.3,129,122,130,130,0.792,5,0,16,0.53,0.42,0.0,RESTING,formation
DANCER-001,Dancer,2025-10-27 09:36:30.978487,83,0.0,0.0,101.0,114,119,115,121,0.799,2,0,38,0.31,0.07,0.0,RESTING,speed
BLITZEN-001,Blitzen,2025-10-27 09:38:30.978487,157,1035.8,93.1,100.3,122,111,117,129,0.837,8,4117,28,0.3,0.73,0.0,FLYING,navigation
DONNER-001,Donner,2025-10-27 09:40:30.978487,159,4377.8,113.5,98.2,121,117,123,118,0.865,7,1324,44,0.67,0.35,0.0,FLYING,navigation
DASHER-001,Dasher,2025-10-27 09:43:30.978487,157,4494.8,109.6,101.4,126,127,114,113,0.831,1,3936,36,0.62,0.4,0.0,FLYING,weather
COMET-001,Comet,2025-10-27 09:46:30.978487,152,2600.3,69.1,101.8,117,123,111,122,0.843,5,2898,38,0.84,0.78,0.0,FLYING,formation
DANCER-001,Dancer,2025-10-27 09:49:30.978487,78,0.0,0.0,99.2,125,115,114,111,0.969,2,0,11,0.72,0.31,0.0,RESTING,speed
PRANCER-001,Prancer,2025-10-27 09:53:30.978487,73,0.0,0.0,99.6,124,128,128,123,0.791,3,0,22,0.56,0.79,0.0,RESTING,weather
RUDOLPH-001,Rudolph,2025-10-27 09:55:30.978487,77,0.0,0.0,100.9,122,127,126,124,0.913,9,0,28,0.73,0.3,86.4,RESTING,formation
COMET-001,Comet,2025-10-27 09:56:30.978487,68,0.0,0.0,100.1,111,126,118,129,0.937,5,0,6,0.53,0.48,0.0,RESTING,speed
DANCER-001,Dancer,2025-10-27 10:01:30.978487,64,0.0,0.0,99.6,110,110,112,119,0.818,2,0,41,0.99,0.56,0.0,RESTING,formation
DANCER-001,Dancer,2025-10-27 10:03:30.978487,154,2219.8,99.1,101.4,119,128,112,116,0.819,2,1068,13,0.66,0.46,0.0,FLYING,navigation
RUDOLPH-001,Rudolph,2025-10-27 10:05:30.978487,160,1132.7,96.8,101.3,122,119,115,114,0.818,9,1046,21,0.73,0.57,88.7,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 10:06:30.978487,67,0.0,0.0,98.1,125,123,123,129,0.967,9,0,6,0.74,0.21,86.7,RESTING,weather
PRANCER-001,Prancer,2025-10-27 10:10:30.978487,174,3273.5,118.6,101.7,111,130,121,122,0.873,3,4601,0,0.36,0.53,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 10:11:30.978487,167,2636.2,116.2,100.3,125,114,130,130,0.972,8,2189,0,0.52,0.64,0.0,FLYING,navigation
COMET-001,Comet,2025-10-27 10:15:30.978487,65,0.0,0.0,99.3,112,116,125,129,0.823,5,0,25,0.37,0.04,0.0,RESTING,formation
VIXEN-001,Vixen,2025-10-27 10:19:30.978487,162,1293.1,119.4,98.2,123,112,128,115,0.972,4,1600,44,0.53,0.5,0.0,FLYING,weather
DANCER-001,Dancer,2025-10-27 10:24:30.978487,169,3062.5,71.6,98.2,119,115,119,119,0.813,2,2837,18,0.68,0.0,0.0,FLYING,navigation
DONNER-001,Donner,2025-10-27 10:28:30.978487,83,0.0,0.0,101.8,123,114,117,120,0.977,7,0,0,0.78,0.38,0.0,RESTING,navigation
DANCER-001,Dancer,2025-10-27 10:29:30.978487,175,3519.5,118.6,101.4,121,112,125,117,0.971,2,1681,34,0.72,0.06,0.0,FLYING,navigation
VIXEN-001,Vixen,2025-10-27 10:33:30.978487,175,1148.2,108.8,101.2,126,110,121,121,0.875,4,1323,46,0.82,0.08,0.0,FLYING,formation
COMET-001,Comet,2025-10-27 10:36:30.978487,155,3476.6,100.1,100.4,113,122,111,130,0.863,5,2936,0,0.34,0.01,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 10:37:30.978487,141,2247.0,92.4,102.0,117,129,127,114,0.791,5,4294,34,0.32,0.17,0.0,FLYING,formation
PRANCER-001,Prancer,2025-10-27 10:41:30.978487,172,3953.7,62.4,99.5,127,127,122,118,0.895,3,3840,47,0.31,0.36,0.0,FLYING,weather
PRANCER-001,Prancer,2025-10-27 10:42:30.978487,145,1629.8,101.9,101.9,122,119,123,129,0.798,3,1834,46,0.47,0.58,0.0,FLYING,speed
DASHER-001,Dasher,2025-10-27 10:44:30.978487,156,3419.6,88.1,101.4,126,126,111,123,0.862,1,3070,46,0.98,0.45,0.0,FLYING,endurance
PRANCER-001,Prancer,2025-10-27 10:49:30.978487,81,0.0,0.0,100.9,129,129,112,127,0.943,3,0,44,0.74,0.78,0.0,RESTING,speed
DANCER-001,Dancer,2025-10-27 10:50:30.978487,87,0.0,0.0,101.6,122,122,113,113,0.827,2,0,17,0.69,0.45,0.0,RESTING,navigation
DONNER-001,Donner,2025-10-27 10:52:30.978487,81,0.0,0.0,98.5,129,130,122,111,0.818,7,0,29,0.86,0.54,0.0,RESTING,speed
DASHER-001,Dasher,2025-10-27 10:54:30.978487,140,3402.5,88.2,99.9,118,121,118,119,0.86,1,3859,50,0.34,0.43,0.0,FLYING,speed
DANCER-001,Dancer,2025-10-27 10:56:30.978487,144,1254.1,83.4,101.3,128,120,117,128,0.813,2,4589,50,0.64,0.31,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 10:58:30.978487,70,0.0,0.0,100.8,128,122,110,121,0.803,7,0,0,0.4,0.31,0.0,RESTING,weather
DASHER-001,Dasher,2025-10-27 11:01:30.978487,75,0.0,0.0,101.3,124,110,116,122,0.869,1,0,3,0.53,0.65,0.0,RESTING,formation
DASHER-001,Dasher,2025-10-27 11:03:30.978487,163,1954.8,109.8,98.2,126,130,112,130,0.896,1,2089,0,0.74,0.47,0.0,FLYING,endurance
DASHER-001,Dasher,2025-10-27 11:05:30.978487,155,4953.7,63.5,100.6,114,121,114,110,0.89,1,2388,10,0.78,0.61,0.0,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 11:08:30.978487,176,2466.7,111.4,100.6,115,122,111,111,0.893,8,3184,27,0.33,0.69,0.0,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 11:11:30.978487,157,3646.3,75.5,101.9,128,114,111,120,0.816,8,3280,38,0.5,0.23,0.0,FLYING,navigation
RUDOLPH-001,Rudolph,2025-10-27 11:13:30.978487,80,0.0,0.0,100.2,127,129,122,121,0.895,9,0,33,0.45,0.71,91.1,RESTING,navigation
DONNER-001,Donner,2025-10-27 11:16:30.978487,163,1627.6,70.1,98.6,125,129,125,111,0.822,7,2668,24,0.31,0.78,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 11:17:30.978487,168,2238.4,85.4,98.0,124,130,114,123,0.957,7,2663,1,0.39,0.28,0.0,FLYING,endurance
RUDOLPH-001,Rudolph,2025-10-27 11:20:30.978487,144,1284.0,117.3,99.8,130,112,123,125,0.936,9,2294,27,0.34,0.42,93.6,FLYING,weather
CUPID-001,Cupid,2025-10-27 11:21:30.978487,68,0.0,0.0,99.2,116,117,128,120,0.821,6,0,36,0.49,0.57,0.0,RESTING,navigation
VIXEN-001,Vixen,2025-10-27 11:24:30.978487,85,0.0,0.0,99.3,124,128,111,120,0.916,4,0,7,0.7,0.59,0.0,RESTING,weather
RUDOLPH-001,Rudolph,2025-10-27 11:29:30.978487,165,4857.7,116.2,100.3,123,120,122,113,0.877,9,1797,20,0.8,0.4,97.0,FLYING,weather
DONNER-001,Donner,2025-10-27 11:33:30.978487,143,1027.7,101.2,101.1,117,125,125,112,0.875,7,2000,0,0.86,0.08,0.0,FLYING,speed
DASHER-001,Dasher,2025-10-27 11:35:30.978487,152,2729.9,74.5,101.4,114,129,125,116,0.931,1,1545,13,0.7,0.69,0.0,FLYING,navigation
DASHER-001,Dasher,2025-10-27 11:38:30.978487,77,0.0,0.0,101.7,120,117,115,122,0.965,1,0,29,0.56,0.69,0.0,RESTING,speed
PRANCER-001,Prancer,2025-10-27 11:41:30.978487,150,4673.8,97.3,98.9,127,120,130,114,0.761,3,1976,43,0.43,0.46,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 11:42:30.978487,151,1755.6,105.7,100.1,119,114,116,119,0.864,2,1289,38,0.71,0.12,0.0,FLYING,weather
BLITZEN-001,Blitzen,2025-10-27 11:43:30.978487,157,2284.3,65.0,100.8,114,122,111,124,0.824,8,3328,44,0.73,0.06,0.0,FLYING,weather
DANCER-001,Dancer,2025-10-27 11:45:30.978487,82,0.0,0.0,101.3,119,117,116,114,0.792,2,0,48,0.6,0.5,0.0,RESTING,speed
BLITZEN-001,Blitzen,2025-10-27 11:47:30.978487,144,2867.4,72.2,99.7,126,111,122,122,0.964,8,3990,30,0.32,0.64,0.0,FLYING,endurance
RUDOLPH-001,Rudolph,2025-10-27 11:49:30.978487,160,1952.2,107.9,98.7,126,119,114,130,0.816,9,3981,2,0.75,0.63,86.7,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 11:50:30.978487,167,2081.0,100.5,99.9,121,126,115,123,0.854,3,1564,23,0.7,0.0,0.0,FLYING,formation
DASHER-001,Dasher,2025-10-27 11:52:30.978487,172,1980.4,84.3,100.6,121,130,122,118,0.968,1,3985,4,0.5,0.36,0.0,FLYING,navigation
BLITZEN-001,Blitzen,2025-10-27 11:57:30.978487,153,1835.5,91.4,101.9,128,125,128,127,0.913,8,4449,38,0.85,0.21,0.0,FLYING,weather
DASHER-001,Dasher,2025-10-27 12:01:30.978487,160,3480.9,78.9,98.1,119,129,116,114,0.939,1,4174,27,0.51,0.1,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 12:06:30.978487,175,1405.7,66.1,100.3,127,130,112,113,0.826,5,2180,35,0.95,0.18,0.0,FLYING,endurance
DANCER-001,Dancer,2025-10-27 12:07:30.978487,74,0.0,0.0,99.7,115,114,116,128,0.974,2,0,45,0.94,0.75,0.0,RESTING,navigation
PRANCER-001,Prancer,2025-10-27 12:09:30.978487,171,3860.5,104.8,98.3,126,126,126,114,0.959,3,1527,13,0.62,0.51,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 12:10:30.978487,164,4890.1,77.4,100.1,122,112,116,118,0.882,6,2515,25,0.51,0.6,0.0,FLYING,weather
RUDOLPH-001,Rudolph,2025-10-27 12:15:30.978487,160,4874.2,83.5,100.1,124,129,118,128,0.928,9,2584,12,0.92,0.43,95.1,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 12:20:30.978487,72,0.0,0.0,101.2,111,127,111,128,0.952,8,0,26,0.36,0.32,0.0,RESTING,endurance
DONNER-001,Donner,2025-10-27 12:21:30.978487,172,4603.5,103.9,99.6,118,120,125,126,0.968,7,2320,20,0.83,0.29,0.0,FLYING,formation
DANCER-001,Dancer,2025-10-27 12:24:30.978487,157,1688.6,88.2,98.0,111,122,126,124,0.828,2,4223,26,0.87,0.68,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 12:25:30.978487,72,0.0,0.0,99.4,120,113,114,115,0.955,6,0,19,0.48,0.62,0.0,RESTING,weather
BLITZEN-001,Blitzen,2025-10-27 12:30:30.978487,152,1019.8,108.1,98.8,123,127,123,110,0.868,8,1955,20,0.87,0.69,0.0,FLYING,endurance
DASHER-001,Dasher,2025-10-27 12:34:30.978487,179,2632.8,62.7,99.2,118,114,116,126,0.898,1,1248,11,0.33,0.55,0.0,FLYING,endurance
RUDOLPH-001,Rudolph,2025-10-27 12:39:30.978487,84,0.0,0.0,101.5,112,116,118,128,0.753,9,0,49,0.6,0.05,99.7,RESTING,weather
BLITZEN-001,Blitzen,2025-10-27 12:43:30.978487,171,4677.2,113.7,98.5,118,120,114,127,0.812,8,1859,23,0.57,0.22,0.0,FLYING,endurance
CUPID-001,Cupid,2025-10-27 12:46:30.978487,164,2856.2,81.2,101.0,125,119,126,110,0.882,6,3040,40,0.75,0.18,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 12:47:30.978487,148,3511.7,92.9,100.6,123,110,115,129,0.808,6,1602,41,0.91,0.69,0.0,FLYING,speed
CUPID-001,Cupid,2025-10-27 12:48:30.978487,161,3401.9,105.8,100.1,129,110,124,116,0.944,6,1629,2,0.46,0.45,0.0,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 12:52:30.978487,73,0.0,0.0,99.8,129,121,113,119,0.765,8,0,27,0.82,0.79,0.0,RESTING,weather
VIXEN-001,Vixen,2025-10-27 12:54:30.978487,76,0.0,0.0,101.0,114,129,120,130,0.87,4,0,25,0.79,0.64,0.0,RESTING,navigation
DONNER-001,Donner,2025-10-27 12:55:30.978487,80,0.0,0.0,101.1,115,123,110,130,0.833,7,0,35,0.56,0.5,0.0,RESTING,navigation
BLITZEN-001,Blitzen,2025-10-27 12:57:30.978487,153,2922.3,115.7,98.4,124,116,110,122,0.843,8,4454,37,0.45,0.77,0.0,FLYING,endurance
DANCER-001,Dancer,2025-10-27 13:00:30.978487,145,3118.5,113.6,99.9,126,114,119,114,0.954,2,4372,23,0.88,0.45,0.0,FLYING,formation
RUDOLPH-001,Rudolph,2025-10-27 13:05:30.978487,148,1093.6,85.2,99.8,114,117,130,125,0.777,9,3558,32,0.96,0.02,83.1,FLYING,speed
VIXEN-001,Vixen,2025-10-27 13:07:30.978487,167,4310.1,63.4,99.3,118,127,130,130,0.853,4,3748,35,0.5,0.37,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 13:12:30.978487,166,1282.4,107.5,100.0,120,116,128,126,0.768,6,4352,34,0.68,0.55,0.0,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 13:14:30.978487,171,2411.0,63.9,100.4,127,128,119,121,0.867,8,3492,48,0.8,0.31,0.0,FLYING,formation
VIXEN-001,Vixen,2025-10-27 13:19:30.978487,153,3202.0,86.6,100.1,114,110,125,122,0.768,4,1974,37,0.58,0.09,0.0,FLYING,endurance
DASHER-001,Dasher,2025-10-27 13:24:30.978487,174,2335.0,65.3,98.4,128,130,127,126,0.898,1,4470,41,0.85,0.08,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 13:25:30.978487,72,0.0,0.0,99.6,129,111,113,111,0.855,8,0,8,0.45,0.62,0.0,RESTING,weather
PRANCER-001,Prancer,2025-10-27 13:30:30.978487,157,3426.8,73.9,101.6,126,123,119,129,0.957,3,4773,2,0.47,0.25,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 13:34:30.978487,154,3456.7,111.7,102.0,116,120,121,124,0.753,6,2994,28,0.47,0.08,0.0,FLYING,speed
DANCER-001,Dancer,2025-10-27 13:36:30.978487,160,2361.1,62.6,99.8,111,121,114,130,0.772,2,2959,39,0.72,0.7,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 13:41:30.978487,163,2120.6,62.7,101.9,127,116,113,112,0.822,5,2263,30,0.97,0.52,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 13:43:30.978487,152,4173.1,111.0,99.6,124,113,120,130,0.923,4,4355,49,0.67,0.06,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 13:48:30.978487,143,2801.3,86.8,101.5,114,117,130,119,0.935,8,3570,17,0.55,0.41,0.0,FLYING,navigation
BLITZEN-001,Blitzen,2025-10-27 13:52:30.978487,154,2173.8,114.9,101.3,123,123,119,110,0.765,8,1892,8,0.73,0.38,0.0,FLYING,formation
VIXEN-001,Vixen,2025-10-27 13:57:30.978487,163,2420.3,116.7,99.8,115,129,114,124,0.804,4,3085,25,0.97,0.62,0.0,FLYING,speed
PRANCER-001,Prancer,2025-10-27 13:58:30.978487,159,1354.9,93.6,100.6,117,117,115,119,0.771,3,4500,47,0.56,0.44,0.0,FLYING,navigation
VIXEN-001,Vixen,2025-10-27 14:03:30.978487,169,4188.4,61.4,101.6,119,119,122,125,0.913,4,2592,11,0.81,0.28,0.0,FLYING,weather
RUDOLPH-001,Rudolph,2025-10-27 14:06:30.978487,80,0.0,0.0,99.9,129,113,123,112,0.852,9,0,21,0.31,0.13,81.6,RESTING,speed
RUDOLPH-001,Rudolph,2025-10-27 14:07:30.978487,158,2618.0,93.1,101.6,113,117,119,118,0.904,9,2583,44,0.92,0.56,92.9,FLYING,navigation
VIXEN-001,Vixen,2025-10-27 14:12:30.978487,148,4243.4,77.3,100.4,114,127,122,119,0.903,4,1988,12,0.84,0.02,0.0,FLYING,speed
CUPID-001,Cupid,2025-10-27 14:16:30.978487,177,3996.4,94.5,99.5,115,113,127,116,0.846,6,2853,29,0.39,0.6,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 14:20:30.978487,165,1006.0,119.8,101.7,118,115,111,114,0.932,7,4433,8,0.39,0.56,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 14:23:30.978487,66,0.0,0.0,100.9,123,127,117,123,0.862,9,0,39,0.82,0.08,98.0,RESTING,formation
DANCER-001,Dancer,2025-10-27 14:28:30.978487,165,3542.7,76.6,98.5,119,110,129,115,0.799,2,4182,22,0.34,0.24,0.0,FLYING,formation
DONNER-001,Donner,2025-10-27 14:31:30.978487,143,1560.4,108.5,98.4,122,117,125,114,0.837,7,1272,36,0.71,0.6,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 14:36:30.978487,171,4031.7,98.4,100.7,122,118,112,119,0.89,6,1107,13,0.95,0.77,0.0,FLYING,weather
DASHER-001,Dasher,2025-10-27 14:39:30.978487,144,3971.8,80.1,100.9,116,118,119,118,0.951,1,2635,30,0.4,0.43,0.0,FLYING,weather
DASHER-001,Dasher,2025-10-27 14:41:30.978487,144,4020.1,117.4,99.0,121,118,122,112,0.836,1,2975,18,0.71,0.16,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 14:42:30.978487,85,0.0,0.0,100.4,126,126,124,128,0.939,2,0,13,0.34,0.7,0.0,RESTING,endurance
DASHER-001,Dasher,2025-10-27 14:45:30.978487,167,2141.7,86.4,99.7,126,116,111,126,0.935,1,3056,3,0.34,0.58,0.0,FLYING,weather
VIXEN-001,Vixen,2025-10-27 14:49:30.978487,66,0.0,0.0,100.3,120,112,112,118,0.803,4,0,30,0.67,0.14,0.0,RESTING,endurance
BLITZEN-001,Blitzen,2025-10-27 14:50:30.978487,142,1310.5,87.4,100.5,122,130,126,120,0.847,8,1527,21,0.83,0.67,0.0,FLYING,formation
DASHER-001,Dasher,2025-10-27 14:55:30.978487,73,0.0,0.0,101.3,116,117,112,121,0.967,1,0,11,0.79,0.16,0.0,RESTING,formation
DASHER-001,Dasher,2025-10-27 14:56:30.978487,61,0.0,0.0,98.7,126,123,120,130,0.909,1,0,21,0.94,0.02,0.0,RESTING,navigation
PRANCER-001,Prancer,2025-10-27 14:58:30.978487,63,0.0,0.0,98.4,114,110,122,123,0.86,3,0,6,0.52,0.2,0.0,RESTING,weather
PRANCER-001,Prancer,2025-10-27 15:03:30.978487,87,0.0,0.0,99.6,117,116,126,114,0.78,3,0,8,0.49,0.03,0.0,RESTING,navigation
PRANCER-001,Prancer,2025-10-27 15:05:30.978487,65,0.0,0.0,98.2,122,114,130,110,0.772,3,0,42,0.82,0.61,0.0,RESTING,endurance
VIXEN-001,Vixen,2025-10-27 15:06:30.978487,69,0.0,0.0,98.8,128,113,116,117,0.898,4,0,23,0.43,0.3,0.0,RESTING,endurance
PRANCER-001,Prancer,2025-10-27 15:08:30.978487,79,0.0,0.0,99.0,123,119,120,114,0.8,3,0,11,0.65,0.24,0.0,RESTING,navigation
BLITZEN-001,Blitzen,2025-10-27 15:13:30.978487,172,1019.9,75.8,99.7,116,118,115,111,0.918,8,3389,22,0.47,0.6,0.0,FLYING,formation
COMET-001,Comet,2025-10-27 15:15:30.978487,151,3200.6,97.5,100.5,117,121,122,112,0.827,5,1727,24,0.99,0.32,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 15:20:30.978487,84,0.0,0.0,101.6,115,121,117,130,0.868,2,0,39,0.94,0.33,0.0,RESTING,endurance
BLITZEN-001,Blitzen,2025-10-27 15:23:30.978487,177,2477.9,75.0,100.8,115,119,124,118,0.962,8,2613,27,0.8,0.53,0.0,FLYING,navigation
RUDOLPH-001,Rudolph,2025-10-27 15:25:30.978487,180,3757.6,115.6,101.5,128,127,120,117,0.785,9,1829,45,0.83,0.31,82.5,FLYING,weather
COMET-001,Comet,2025-10-27 15:27:30.978487,75,0.0,0.0,98.3,130,124,130,123,0.969,5,0,47,0.74,0.74,0.0,RESTING,navigation
VIXEN-001,Vixen,2025-10-27 15:30:30.978487,172,2146.5,92.9,101.0,117,128,110,123,0.931,4,2610,46,0.68,0.24,0.0,FLYING,formation
VIXEN-001,Vixen,2025-10-27 15:35:30.978487,144,4008.2,105.5,99.7,121,117,126,112,0.773,4,4673,50,0.66,0.16,0.0,FLYING,formation
DASHER-001,Dasher,2025-10-27 15:36:30.978487,75,0.0,0.0,101.2,125,114,122,111,0.858,1,0,10,0.84,0.62,0.0,RESTING,endurance
RUDOLPH-001,Rudolph,2025-10-27 15:39:30.978487,141,4258.1,117.5,100.2,114,122,118,128,0.798,9,1539,7,0.99,0.32,98.1,FLYING,speed
COMET-001,Comet,2025-10-27 15:44:30.978487,157,2768.1,71.0,101.4,128,130,115,122,0.944,5,2214,22,0.83,0.16,0.0,FLYING,speed
DANCER-001,Dancer,2025-10-27 15:49:30.978487,177,3992.2,95.1,100.5,119,110,116,122,0.939,2,2074,32,0.89,0.06,0.0,FLYING,endurance
DONNER-001,Donner,2025-10-27 15:51:30.978487,169,2533.1,77.5,98.4,123,124,110,123,0.907,7,3255,14,0.45,0.18,0.0,FLYING,endurance
DANCER-001,Dancer,2025-10-27 15:52:30.978487,176,1429.7,81.0,98.1,122,117,128,129,0.813,2,3396,2,0.83,0.07,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 15:54:30.978487,166,1861.8,115.1,101.3,116,118,127,113,0.815,5,4381,36,0.68,0.55,0.0,FLYING,endurance
DANCER-001,Dancer,2025-10-27 15:55:30.978487,144,2974.5,73.0,102.0,127,112,113,122,0.752,2,2158,37,0.76,0.47,0.0,FLYING,endurance
