event_id,timestamp,child_id,event_type,source_system,event_description,witness_verified,impact_score,nice_score_delta,running_score,percentile_rank,gift_tier_recommendation,special_badge,location_country,age_group,privacy_consent,data_quality_score
EVT_2025_0000000399,2025-11-02 23:33:41.800773,CH_GH_82051,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,5.0,5.0,55.0,25.7,BASIC,KINDNESS_STAR,Czech Republic,6-8,True,0.71
EVT_2025_0000000835,2025-11-02 23:42:12.235295,CH_GB_85753,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,False,1.2,1.2,51.2,95.2,BASIC,,Cuba,12-14,True,0.87
EVT_2025_0000000757,2025-11-03 00:22:49.886554,CH_AU_63674,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,3.7,3.7,53.7,2.8,BASIC,KINDNESS_STAR,Zimbabwe,3-5,True,0.74
EVT_2025_0000000404,2025-11-03 00:48:08.434990,CH_MD_78974,CHORES_DONE,MALL_SANTA_NETWORK,chores done observed,True,2.0,2.0,52.0,65.8,BASIC,,Algeria,12-14,True,0.77
EVT_2025_0000000053,2025-11-03 01:09:07.667620,CH_IS_87471,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,2.9,2.9,52.9,97.1,BASIC,,Latvia,3-5,True,0.99
EVT_2025_0000000100,2025-11-03 01:52:25.940262,CH_SM_76356,LYING,ELF_SURVEILLANCE,lying observed,True,3.9,-3.9,46.1,72.7,BASIC,,Russian Federation,9-11,True,0.97
EVT_2025_0000000299,2025-11-03 03:21:34.734594,CH_CA_13738,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,3.6,3.6,53.6,99.5,BASIC,KINDNESS_STAR,Kyrgyz Republic,12-14,True,0.76
EVT_2025_0000000830,2025-11-03 04:36:11.708436,CH_TL_11280,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,False,2.5,2.5,52.5,92.2,BASIC,,Anguilla,12-14,True,0.92
EVT_2025_0000000991,2025-11-03 06:51:08.728180,CH_BG_49871,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,True,1.4,1.4,51.4,87.6,BASIC,,Nigeria,3-5,True,0.95
EVT_2025_0000000090,2025-11-03 07:21:14.437074,CH_LA_63085,SHARING,MALL_SANTA_NETWORK,sharing observed,True,2.2,2.2,52.2,89.9,BASIC,,Micronesia,12-14,True,0.96
EVT_2025_0000000909,2025-11-03 07:38:11.204309,CH_NP_36388,SHARING,SMART_TOY_TELEMETRY,sharing observed,True,1.9,1.9,51.9,16.5,BASIC,,Argentina,12-14,True,0.72
EVT_2025_0000000001,2025-11-03 09:49:35.461680,CH_KE_30855,HELPING_OTHERS,TEACHER_REPORT,helping others observed,True,3.1,3.1,53.1,77.3,BASIC,,Korea,9-11,True,0.96
EVT_2025_0000000318,2025-11-03 10:37:59.227526,CH_CU_26671,SHARING,TEACHER_REPORT,sharing observed,True,1.7,1.7,51.7,62.7,BASIC,,Austria,6-8,True,0.98
EVT_2025_0000000790,2025-11-03 10:54:53.734142,CH_TN_76705,HELPING_OTHERS,MALL_SANTA_NETWORK,helping others observed,True,3.5,3.5,53.5,46.7,BASIC,,Cook Islands,9-11,True,0.83
EVT_2025_0000000493,2025-11-03 11:51:38.325359,CH_FR_88786,SHARING,ELF_SURVEILLANCE,sharing observed,True,2.0,2.0,52.0,96.8,BASIC,,Heard Island and McDonald Islands,6-8,True,0.98
EVT_2025_0000000325,2025-11-03 11:57:14.416735,CH_SG_63645,TANTRUM,ELF_SURVEILLANCE,tantrum observed,True,1.7,-1.7,48.3,74.9,BASIC,,Latvia,3-5,True,0.79
EVT_2025_0000000017,2025-11-03 12:36:37.359918,CH_SY_60982,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,False,4.4,4.4,54.4,98.3,BASIC,KINDNESS_STAR,Afghanistan,3-5,True,0.76
EVT_2025_0000000337,2025-11-03 12:41:21.147559,CH_SG_20940,HOMEWORK_COMPLETE,MALL_SANTA_NETWORK,homework complete observed,False,1.5,1.5,51.5,10.0,BASIC,,Croatia,9-11,True,0.73
EVT_2025_0000000803,2025-11-03 13:39:34.455049,CH_KN_82386,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,2.1,2.1,52.1,21.1,BASIC,,Comoros,6-8,True,0.74
EVT_2025_0000000528,2025-11-03 14:12:12.977174,CH_KH_66976,HELPING_OTHERS,TEACHER_REPORT,helping others observed,True,3.9,3.9,53.9,49.9,BASIC,,San Marino,12-14,True,0.89
EVT_2025_0000000016,2025-11-03 14:39:55.440609,CH_TR_12731,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,False,1.2,1.2,51.2,66.9,BASIC,,Liberia,6-8,True,0.77
EVT_2025_0000000471,2025-11-03 14:44:15.255787,CH_TH_34560,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,1.5,1.5,51.5,18.7,BASIC,,Bosnia and Herzegovina,6-8,True,0.87
EVT_2025_0000000546,2025-11-03 15:30:24.402983,CH_FI_46168,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,3.0,3.0,53.0,99.9,BASIC,,Samoa,12-14,True,0.72
EVT_2025_0000000627,2025-11-03 16:07:20.744693,CH_UY_25196,SHARING,ELF_SURVEILLANCE,sharing observed,True,2.1,2.1,52.1,13.1,BASIC,,French Polynesia,12-14,True,0.7
EVT_2025_0000000676,2025-11-03 16:09:09.967684,CH_PA_41252,SHARING,MALL_SANTA_NETWORK,sharing observed,True,2.1,2.1,52.1,89.9,BASIC,,Liechtenstein,9-11,True,0.81
EVT_2025_0000000588,2025-11-03 16:25:44.381211,CH_MU_70814,SHARING,SMART_TOY_TELEMETRY,sharing observed,False,2.0,2.0,52.0,90.3,BASIC,,Nicaragua,9-11,True,0.71
EVT_2025_0000000943,2025-11-03 16:34:48.501431,CH_SZ_48437,SHARING,PARENT_PORTAL,sharing observed,True,1.3,1.3,51.3,34.8,BASIC,,Iraq,3-5,True,0.88
EVT_2025_0000000387,2025-11-03 16:58:34.212730,CH_UZ_39173,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,4.0,4.0,54.0,82.0,BASIC,KINDNESS_STAR,Korea,3-5,True,0.72
EVT_2025_0000000725,2025-11-03 20:05:46.734295,CH_BZ_99263,CHORES_DONE,MALL_SANTA_NETWORK,chores done observed,True,1.1,1.1,51.1,19.4,BASIC,,Taiwan,3-5,True,0.79
EVT_2025_0000000173,2025-11-03 20:30:09.042348,CH_MM_92917,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,True,0.7,0.7,50.7,30.8,BASIC,,Hungary,9-11,True,0.76
EVT_2025_0000000674,2025-11-03 20:34:32.298048,CH_RU_60389,SHARING,SMART_TOY_TELEMETRY,sharing observed,True,1.5,1.5,51.5,32.1,BASIC,,Dominican Republic,3-5,True,0.89
EVT_2025_0000000367,2025-11-03 20:49:29.791848,CH_YE_59935,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,True,0.8,0.8,50.8,9.7,BASIC,,Lao People's Democratic Republic,12-14,True,0.79
EVT_2025_0000000653,2025-11-03 20:51:16.780448,CH_IL_90262,CHORES_DONE,TEACHER_REPORT,chores done observed,True,1.6,1.6,51.6,17.7,BASIC,,Cocos (Keeling) Islands,3-5,True,0.77
EVT_2025_0000000574,2025-11-03 21:32:38.049300,CH_BH_67246,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,2.2,2.2,52.2,26.9,BASIC,,Tokelau,12-14,True,0.89
EVT_2025_0000000702,2025-11-03 21:58:03.389002,CH_NI_70230,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,False,4.1,4.1,54.1,85.8,BASIC,KINDNESS_STAR,Bahamas,6-8,True,0.81
EVT_2025_0000000003,2025-11-03 22:28:54.621432,CH_LA_23069,CHORES_DONE,TEACHER_REPORT,chores done observed,False,1.4,1.4,51.4,12.9,BASIC,,Togo,6-8,True,0.79
EVT_2025_0000000354,2025-11-03 23:10:43.319015,CH_ME_98171,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,3.3,3.3,53.3,34.4,BASIC,KINDNESS_STAR,Kuwait,6-8,True,0.84
EVT_2025_0000000956,2025-11-04 00:15:48.887596,CH_LC_22697,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,4.7,4.7,54.7,13.1,BASIC,KINDNESS_STAR,Faroe Islands,12-14,True,0.94
EVT_2025_0000000349,2025-11-04 00:57:21.044916,CH_GQ_49581,CHORES_DONE,TEACHER_REPORT,chores done observed,True,0.9,0.9,50.9,56.3,BASIC,,New Caledonia,3-5,True,0.9
EVT_2025_0000000542,2025-11-04 01:07:16.860334,CH_GN_76194,SHARING,MALL_SANTA_NETWORK,sharing observed,True,1.0,1.0,51.0,11.9,BASIC,,Iceland,12-14,True,0.78
EVT_2025_0000000907,2025-11-04 02:32:08.362734,CH_CH_73735,CHORES_DONE,PARENT_PORTAL,chores done observed,True,1.0,1.0,51.0,61.3,BASIC,,Antigua and Barbuda,9-11,True,0.98
EVT_2025_0000000669,2025-11-04 02:52:05.682777,CH_GB_49832,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,False,4.6,4.6,54.6,90.1,BASIC,KINDNESS_STAR,Saint Kitts and Nevis,9-11,True,0.88
EVT_2025_0000000948,2025-11-04 02:56:32.048650,CH_RW_43220,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,3.4,3.4,53.4,96.6,BASIC,KINDNESS_STAR,Cyprus,12-14,True,0.74
EVT_2025_0000000739,2025-11-04 05:11:31.104998,CH_MX_88784,SHARING,PARENT_PORTAL,sharing observed,True,1.5,1.5,51.5,72.7,BASIC,,Venezuela,3-5,True,0.95
EVT_2025_0000000891,2025-11-04 07:03:32.288588,CH_LT_64952,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,True,0.6,0.6,50.6,11.4,BASIC,,Russian Federation,12-14,True,0.79
EVT_2025_0000000789,2025-11-04 07:19:39.607360,CH_VE_18878,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,False,2.3,2.3,52.3,85.7,BASIC,,Mayotte,12-14,True,0.92
EVT_2025_0000000633,2025-11-04 07:26:53.219575,CH_MC_95265,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,False,2.1,2.1,52.1,91.8,BASIC,,Burkina Faso,12-14,True,0.76
EVT_2025_0000000537,2025-11-04 08:25:56.069259,CH_VU_66309,CHORES_DONE,PARENT_PORTAL,chores done observed,False,0.8,0.8,50.8,3.0,BASIC,,Jersey,9-11,True,0.72
EVT_2025_0000000687,2025-11-04 09:20:45.391848,CH_NG_92205,CHORES_DONE,MALL_SANTA_NETWORK,chores done observed,True,0.8,0.8,50.8,4.9,BASIC,,Saint Lucia,6-8,True,0.71
EVT_2025_0000000917,2025-11-04 09:36:53.801551,CH_MK_85719,HOMEWORK_COMPLETE,PARENT_PORTAL,homework complete observed,True,1.9,1.9,51.9,45.9,BASIC,,Falkland Islands (Malvinas),6-8,True,0.99
EVT_2025_0000000154,2025-11-04 09:48:49.540474,CH_VA_64804,HOMEWORK_COMPLETE,PARENT_PORTAL,homework complete observed,True,1.9,1.9,51.9,79.1,BASIC,,Indonesia,9-11,True,0.84
EVT_2025_0000000850,2025-11-04 10:07:42.377349,CH_KR_11684,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,2.9,2.9,52.9,97.3,BASIC,,Congo,3-5,True,1.0
EVT_2025_0000000134,2025-11-04 10:37:56.754513,CH_TG_43376,SHARING,TEACHER_REPORT,sharing observed,False,2.7,2.7,52.7,67.6,BASIC,,China,3-5,True,0.9
EVT_2025_0000000929,2025-11-04 12:14:14.856109,CH_TN_88716,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,True,1.4,1.4,51.4,83.7,BASIC,,Barbados,12-14,True,1.0
EVT_2025_0000000170,2025-11-04 13:49:00.501533,CH_NE_28325,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,False,1.4,1.4,51.4,44.9,BASIC,,United Kingdom,12-14,True,0.81
EVT_2025_0000000567,2025-11-04 13:53:03.951292,CH_ID_54974,HOMEWORK_COMPLETE,MALL_SANTA_NETWORK,homework complete observed,False,0.9,0.9,50.9,83.5,BASIC,,Saint Kitts and Nevis,3-5,True,0.9
EVT_2025_0000000444,2025-11-04 15:02:32.456927,CH_LI_11794,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,1.2,1.2,51.2,87.6,BASIC,,Philippines,9-11,True,0.87
EVT_2025_0000000364,2025-11-04 16:36:17.544066,CH_UZ_40918,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,1.4,1.4,51.4,50.8,BASIC,,Tuvalu,9-11,True,1.0
EVT_2025_0000000869,2025-11-04 17:11:01.311537,CH_PA_52773,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,1.6,1.6,51.6,27.9,BASIC,,Greenland,12-14,True,0.81
EVT_2025_0000000308,2025-11-04 18:32:51.400173,CH_TO_65035,SHARING,PARENT_PORTAL,sharing observed,True,1.1,1.1,51.1,92.5,BASIC,,Zambia,6-8,True,0.83
EVT_2025_0000000403,2025-11-04 19:41:06.672448,CH_SY_59514,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,True,2.0,2.0,52.0,28.0,BASIC,,Nauru,3-5,True,0.86
EVT_2025_0000000728,2025-11-04 20:00:42.556360,CH_AG_79376,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,3.3,3.3,53.3,1.8,BASIC,KINDNESS_STAR,Burkina Faso,9-11,True,0.94
EVT_2025_0000000601,2025-11-04 22:53:42.360821,CH_MU_36481,SHARING,MALL_SANTA_NETWORK,sharing observed,True,2.7,2.7,52.7,25.8,BASIC,,Niue,12-14,True,0.98
EVT_2025_0000000070,2025-11-04 23:29:44.652169,CH_BW_35466,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,False,1.6,1.6,51.6,21.4,BASIC,,Ecuador,6-8,True,0.7
EVT_2025_0000000297,2025-11-05 00:10:20.606197,CH_KG_60484,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,False,2.4,2.4,52.4,1.7,BASIC,,Malaysia,3-5,True,0.78
EVT_2025_0000000503,2025-11-05 00:40:18.298079,CH_TM_90541,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,True,1.4,1.4,51.4,81.5,BASIC,,Saint Pierre and Miquelon,9-11,True,0.84
EVT_2025_0000000831,2025-11-05 00:43:35.905468,CH_SL_24330,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,3.8,3.8,53.8,3.9,BASIC,KINDNESS_STAR,Malta,9-11,True,0.87
EVT_2025_0000000726,2025-11-05 00:47:55.259963,CH_KM_54618,TANTRUM,SMART_TOY_TELEMETRY,tantrum observed,True,1.2,-1.2,48.8,71.3,BASIC,,Malta,3-5,True,0.71
EVT_2025_0000000131,2025-11-05 02:49:53.563594,CH_ES_17310,SHARING,TEACHER_REPORT,sharing observed,False,1.1,1.1,51.1,72.2,BASIC,,Oman,12-14,True,0.83
EVT_2025_0000000733,2025-11-05 04:04:55.834515,CH_QA_71012,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,False,1.9,1.9,51.9,17.2,BASIC,,El Salvador,9-11,True,0.9
EVT_2025_0000000736,2025-11-05 04:47:55.171976,CH_LS_20535,CHORES_DONE,TEACHER_REPORT,chores done observed,True,0.8,0.8,50.8,62.4,BASIC,,Ukraine,3-5,True,0.78
EVT_2025_0000000339,2025-11-05 05:06:54.822746,CH_MH_36568,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,2.9,2.9,52.9,81.7,BASIC,,Bangladesh,12-14,True,0.82
EVT_2025_0000000824,2025-11-05 06:09:38.252842,CH_LU_61308,SHARING,ELF_SURVEILLANCE,sharing observed,True,2.7,2.7,52.7,12.1,BASIC,,Angola,12-14,True,0.84
EVT_2025_0000000345,2025-11-05 07:27:49.047719,CH_BG_92527,HOMEWORK_COMPLETE,TEACHER_REPORT,homework complete observed,True,1.4,1.4,51.4,61.4,BASIC,,Philippines,6-8,True,1.0
EVT_2025_0000000020,2025-11-05 08:36:53.992038,CH_GB_81668,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,False,4.6,4.6,54.6,39.5,BASIC,KINDNESS_STAR,India,3-5,True,0.98
EVT_2025_0000000519,2025-11-05 08:59:08.662877,CH_ZA_45027,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,4.7,4.7,54.7,66.6,BASIC,KINDNESS_STAR,Barbados,12-14,True,0.97
EVT_2025_0000000910,2025-11-05 10:38:51.027310,CH_PT_87639,SHARING,ELF_SURVEILLANCE,sharing observed,True,1.8,1.8,51.8,38.2,BASIC,,Moldova,9-11,True,0.74
EVT_2025_0000000217,2025-11-05 11:55:11.325237,CH_EG_57389,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,2.9,2.9,52.9,16.6,BASIC,,Marshall Islands,9-11,True,0.74
EVT_2025_0000000954,2025-11-05 12:05:38.621318,CH_TL_26630,HELPING_OTHERS,PARENT_PORTAL,helping others observed,True,3.0,3.0,53.0,47.3,BASIC,,Kazakhstan,3-5,True,0.89
EVT_2025_0000000594,2025-11-05 12:54:24.630557,CH_LK_76573,HOMEWORK_COMPLETE,PARENT_PORTAL,homework complete observed,True,0.5,0.5,50.5,77.8,BASIC,,Burundi,6-8,True,0.88
EVT_2025_0000000804,2025-11-05 13:03:53.415483,CH_LI_32287,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,3.1,3.1,53.1,3.1,BASIC,KINDNESS_STAR,Denmark,9-11,True,0.95
EVT_2025_0000000209,2025-11-05 14:48:52.877090,CH_IQ_23434,HELPING_OTHERS,PARENT_PORTAL,helping others observed,True,2.8,2.8,52.8,25.7,BASIC,,Heard Island and McDonald Islands,3-5,True,0.85
EVT_2025_0000000101,2025-11-05 14:55:31.480922,CH_EC_16699,SHARING,ELF_SURVEILLANCE,sharing observed,True,1.6,1.6,51.6,56.2,BASIC,,Eritrea,9-11,True,0.85
EVT_2025_0000000922,2025-11-05 15:18:28.796608,CH_IN_91730,LYING,TEACHER_REPORT,lying observed,True,2.1,-2.1,47.9,59.2,BASIC,,Guadeloupe,3-5,True,0.78
EVT_2025_0000000332,2025-11-05 16:09:10.170244,CH_BE_83293,CHORES_DONE,PARENT_PORTAL,chores done observed,True,1.2,1.2,51.2,1.7,BASIC,,Timor-Leste,6-8,True,0.96
EVT_2025_0000000402,2025-11-05 16:17:35.155464,CH_KR_78168,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,4.8,4.8,54.8,12.0,BASIC,KINDNESS_STAR,Iceland,12-14,True,0.73
EVT_2025_0000000430,2025-11-05 18:10:18.467338,CH_PK_96640,HELPING_OTHERS,TEACHER_REPORT,helping others observed,True,3.2,3.2,53.2,48.2,BASIC,,Israel,6-8,True,0.96
EVT_2025_0000000973,2025-11-05 18:51:13.930069,CH_CM_81870,CHORES_DONE,TEACHER_REPORT,chores done observed,True,0.8,0.8,50.8,90.6,BASIC,,Bouvet Island (Bouvetoya),6-8,True,0.93
EVT_2025_0000000136,2025-11-05 19:22:47.192445,CH_TW_10700,LYING,PARENT_PORTAL,lying observed,False,2.9,-2.9,47.1,51.9,BASIC,,Zimbabwe,3-5,True,0.82
EVT_2025_0000000435,2025-11-05 19:46:26.188366,CH_SA_51632,SHARING,TEACHER_REPORT,sharing observed,False,1.7,1.7,51.7,43.4,BASIC,,Holy See (Vatican City State),12-14,True,0.82
EVT_2025_0000000468,2025-11-05 19:56:15.340797,CH_FJ_92029,HOMEWORK_COMPLETE,MALL_SANTA_NETWORK,homework complete observed,True,0.7,0.7,50.7,76.1,BASIC,,Australia,9-11,True,0.81
EVT_2025_0000000419,2025-11-05 21:39:15.484634,CH_SE_38255,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,1.3,1.3,51.3,18.1,BASIC,,Madagascar,3-5,True,0.95
EVT_2025_0000000275,2025-11-05 22:01:41.001026,CH_CL_61390,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,2.5,2.5,52.5,24.1,BASIC,,Finland,6-8,True,0.91
EVT_2025_0000000229,2025-11-05 22:16:33.947838,CH_PE_59658,CHORES_DONE,TEACHER_REPORT,chores done observed,True,0.6,0.6,50.6,24.5,BASIC,,Lao People's Democratic Republic,3-5,True,0.7
EVT_2025_0000000426,2025-11-05 23:22:18.016237,CH_FJ_14057,HELPING_OTHERS,PARENT_PORTAL,helping others observed,True,3.0,3.0,53.0,77.1,BASIC,,Chile,3-5,True,0.85
EVT_2025_0000000894,2025-11-06 00:38:01.405611,CH_PY_82366,CHORES_DONE,TEACHER_REPORT,chores done observed,True,1.5,1.5,51.5,38.0,BASIC,,Cayman Islands,12-14,True,0.79
EVT_2025_0000000640,2025-11-06 00:49:15.946350,CH_AT_85894,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,1.5,1.5,51.5,66.6,BASIC,,Greece,6-8,True,0.78
EVT_2025_0000000356,2025-11-06 03:05:28.660923,CH_SI_50194,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,False,1.7,1.7,51.7,26.7,BASIC,,Bahamas,6-8,True,0.93
EVT_2025_0000000809,2025-11-06 03:45:17.145076,CH_MG_86507,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,True,0.6,0.6,50.6,76.8,BASIC,,Luxembourg,12-14,True,0.76
EVT_2025_0000000911,2025-11-06 04:34:51.597411,CH_TM_34895,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,1.1,1.1,51.1,48.0,BASIC,,North Macedonia,3-5,True,0.73
EVT_2025_0000000124,2025-11-06 06:11:56.099423,CH_CR_40263,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,True,1.6,1.6,51.6,18.0,BASIC,,Svalbard & Jan Mayen Islands,3-5,True,0.83
EVT_2025_0000000414,2025-11-06 06:49:33.685838,CH_SA_54118,SHARING,ELF_SURVEILLANCE,sharing observed,True,2.6,2.6,52.6,38.9,BASIC,,Guyana,3-5,True,0.74
EVT_2025_0000000710,2025-11-06 08:40:26.114301,CH_LI_47707,HOMEWORK_COMPLETE,PARENT_PORTAL,homework complete observed,True,0.7,0.7,50.7,87.2,BASIC,,Morocco,12-14,True,0.78
EVT_2025_0000000903,2025-11-06 08:52:13.151026,CH_AZ_61617,SHARING,TEACHER_REPORT,sharing observed,True,1.6,1.6,51.6,45.4,BASIC,,Cocos (Keeling) Islands,3-5,True,0.71
EVT_2025_0000000208,2025-11-06 09:27:59.233029,CH_MG_79379,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,3.1,3.1,53.1,87.2,BASIC,KINDNESS_STAR,Nauru,12-14,True,0.99
EVT_2025_0000000598,2025-11-06 09:29:34.568588,CH_NE_46967,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,False,2.2,2.2,52.2,82.8,BASIC,,Norfolk Island,9-11,True,0.97
EVT_2025_0000000552,2025-11-06 09:55:35.500522,CH_IR_22912,HELPING_OTHERS,SMART_TOY_TELEMETRY,helping others observed,True,2.4,2.4,52.4,23.1,BASIC,,Bangladesh,6-8,True,0.98
EVT_2025_0000000550,2025-11-06 11:21:42.457433,CH_MC_94167,CHORES_DONE,PARENT_PORTAL,chores done observed,False,1.9,1.9,51.9,32.7,BASIC,,South Georgia and the South Sandwich Islands,9-11,True,0.89
EVT_2025_0000000428,2025-11-06 11:22:05.658958,CH_BR_58481,SHARING,TEACHER_REPORT,sharing observed,True,2.7,2.7,52.7,46.7,BASIC,,Egypt,3-5,True,0.94
EVT_2025_0000000431,2025-11-06 11:34:30.202655,CH_BT_18948,LYING,ELF_SURVEILLANCE,lying observed,False,3.9,-3.9,46.1,80.4,BASIC,,Russian Federation,12-14,True,1.0
EVT_2025_0000000036,2025-11-06 12:38:31.233009,CH_DJ_98682,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,True,0.8,0.8,50.8,79.1,BASIC,,Croatia,12-14,True,0.95
EVT_2025_0000000475,2025-11-06 13:13:57.797894,CH_AU_65108,SHARING,TEACHER_REPORT,sharing observed,True,2.2,2.2,52.2,39.4,BASIC,,Falkland Islands (Malvinas),9-11,True,0.76
EVT_2025_0000000126,2025-11-06 13:38:29.685650,CH_CV_77575,HELPING_OTHERS,TEACHER_REPORT,helping others observed,True,2.2,2.2,52.2,68.5,BASIC,,Monaco,9-11,True,0.79
EVT_2025_0000000111,2025-11-06 16:00:49.712050,CH_CF_26123,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,False,1.4,1.4,51.4,35.8,BASIC,,Saudi Arabia,12-14,True,0.77
EVT_2025_0000000473,2025-11-06 17:39:00.171072,CH_BH_13784,HELPING_OTHERS,PARENT_PORTAL,helping others observed,False,3.3,3.3,53.3,83.5,BASIC,,Maldives,6-8,True,0.97
EVT_2025_0000000974,2025-11-06 22:15:57.076007,CH_SK_46890,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,True,0.5,0.5,50.5,78.3,BASIC,,Brunei Darussalam,12-14,True,0.93
EVT_2025_0000000792,2025-11-06 22:48:55.404935,CH_YE_32575,SHARING,TEACHER_REPORT,sharing observed,True,2.8,2.8,52.8,66.5,BASIC,,Swaziland,12-14,True,0.82
EVT_2025_0000000690,2025-11-06 23:06:00.230511,CH_SD_22910,LYING,SMART_TOY_TELEMETRY,lying observed,False,2.3,-2.3,47.7,99.8,BASIC,,Cook Islands,9-11,True,0.79
EVT_2025_0000000874,2025-11-06 23:06:03.993324,CH_PT_25420,CHORES_DONE,PARENT_PORTAL,chores done observed,True,1.8,1.8,51.8,17.7,BASIC,,Saint Pierre and Miquelon,9-11,True,0.96
EVT_2025_0000000303,2025-11-07 00:17:56.743867,CH_BR_37004,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,4.2,4.2,54.2,96.2,BASIC,KINDNESS_STAR,Vietnam,12-14,True,0.97
EVT_2025_0000000123,2025-11-07 02:12:35.957321,CH_PW_26407,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,1.2,1.2,51.2,75.3,BASIC,,Namibia,12-14,True,0.77
EVT_2025_0000000048,2025-11-07 02:33:18.818691,CH_UZ_33741,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,False,3.9,3.9,53.9,68.7,BASIC,KINDNESS_STAR,British Virgin Islands,3-5,True,0.72
EVT_2025_0000000130,2025-11-07 03:41:34.454903,CH_KP_41748,CHORES_DONE,TEACHER_REPORT,chores done observed,True,0.8,0.8,50.8,36.0,BASIC,,Turkey,12-14,True,0.82
EVT_2025_0000000508,2025-11-07 03:59:55.391361,CH_ZW_22064,CHORES_DONE,MALL_SANTA_NETWORK,chores done observed,False,0.7,0.7,50.7,75.4,BASIC,,Cote d'Ivoire,9-11,True,0.9
EVT_2025_0000000369,2025-11-07 06:42:03.890299,CH_MX_52615,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,True,1.7,1.7,51.7,72.8,BASIC,,Brunei Darussalam,12-14,True,0.93
EVT_2025_0000000359,2025-11-07 09:34:15.432422,CH_AL_19804,SHARING,PARENT_PORTAL,sharing observed,False,2.3,2.3,52.3,6.4,BASIC,,Guernsey,9-11,True,0.97
EVT_2025_0000000186,2025-11-07 09:49:19.143811,CH_MV_45971,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,True,1.7,1.7,51.7,70.2,BASIC,,Marshall Islands,9-11,True,0.73
