simulation_id,segment_id,timestamp,start_city,start_latitude,start_longitude,end_city,end_latitude,end_longitude,distance_km,households_count,chimneys_available,alternative_entries,optimal_arrival_hour,delivery_window_minutes,ms_per_household,weather_condition,weather_delay_minutes,fuel_stops_required,presents_weight_tons,optimization_algorithm,optimization_score,elf_support_teams,contingency_routes,real_time_tracking,carbon_offset_tons
SIM_2025_V9_000368,SEG_MOS_NEW_0368,2025-11-22 03:45:01.106388,Moscow,55.7558,37.6173,New York,40.7128,-74.006,12502.0,7600000,5329523,2270477,23,131,1.8,RAIN,0,2,15200.0,QUANTUM,0.896,15,1,True,1.25
SIM_2025_V9_000307,SEG_SYD_MOS_0307,2025-11-22 04:08:00.163177,Sydney,-33.8688,151.2093,Moscow,55.7558,37.6173,16061.0,6400000,4025662,2374338,23,152,1.8,WIND,0,3,12800.0,DIJKSTRA,0.964,20,1,True,1.61
SIM_2025_V7_000569,SEG_TOR_MOS_0569,2025-11-22 04:09:59.651264,Toronto,43.6532,-79.3832,Moscow,55.7558,37.6173,13056.0,6700000,5186801,1513199,23,217,3.0,HEAVY_SNOW,30,2,13400.0,DIJKSTRA,0.957,13,1,True,1.31
SIM_2025_V5_000146,SEG_MOS_MUM_0146,2025-11-22 04:12:16.792427,Moscow,55.7558,37.6173,Mumbai,19.076,72.8777,5648.0,8800000,5307070,3492930,23,209,1.6,RAIN,0,1,17600.0,QUANTUM,0.95,7,1,True,0.56
SIM_2025_V1_000141,SEG_TOR_MOS_0141,2025-11-22 04:28:34.672490,Toronto,43.6532,-79.3832,Moscow,55.7558,37.6173,13056.0,6700000,4788937,1911063,21,237,1.5,WIND,0,2,13400.0,QUANTUM,0.797,7,2,True,1.31
SIM_2025_V3_000506,SEG_TOK_TOR_0506,2025-11-22 04:43:12.021095,Tokyo,35.6762,139.6503,Toronto,43.6532,-79.3832,24329.0,6600000,4208711,2391289,23,144,2.4,LIGHT_SNOW,0,4,13200.0,A_STAR,0.896,9,2,True,2.43
SIM_2025_V8_000824,SEG_SÃO_TOK_0824,2025-11-22 04:46:23.341428,São Paulo,-23.5505,-46.6333,Tokyo,35.6762,139.6503,21697.0,8500000,6754277,1745723,22,234,2.3,RAIN,9,4,17000.0,DIJKSTRA,0.84,11,2,True,2.17
SIM_2025_V8_000118,SEG_TOR_LON_0118,2025-11-22 04:49:06.523088,Toronto,43.6532,-79.3832,London,51.5074,-0.1278,8840.0,5300000,3416412,1883588,20,127,2.0,FOG,0,1,10600.0,DIJKSTRA,0.908,12,3,True,0.88
SIM_2025_V8_000558,SEG_NEW_MUM_0558,2025-11-22 04:50:29.898391,New York,40.7128,-74.006,Mumbai,19.076,72.8777,16480.0,7200000,4844121,2355879,20,172,2.9,CLEAR,11,3,14400.0,QUANTUM,0.8,17,1,True,1.65
SIM_2025_V7_000124,SEG_MOS_SÃO_0124,2025-11-22 04:57:07.291198,Moscow,55.7558,37.6173,São Paulo,-23.5505,-46.6333,12843.0,8600000,5786546,2813454,21,209,3.3,CLOUDY,8,2,17200.0,QUANTUM,0.876,12,2,True,1.28
SIM_2025_V7_000815,SEG_CAI_NEW_0815,2025-11-22 05:03:55.981100,Cairo,30.0444,31.2357,New York,40.7128,-74.006,11742.0,6500000,4445689,2054311,22,140,1.7,CLEAR,0,2,13000.0,A_STAR,0.92,17,1,True,1.17
SIM_2025_V9_000143,SEG_CAI_LON_0143,2025-11-22 05:06:37.916532,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,4493581,2206419,22,132,2.9,CLOUDY,22,0,13400.0,QUANTUM,0.891,8,1,True,0.42
SIM_2025_V8_000560,SEG_LON_CAI_0560,2025-11-22 05:08:30.804874,London,51.5074,-0.1278,Cairo,30.0444,31.2357,4218.0,6700000,4695015,2004985,21,125,2.6,HEAVY_SNOW,0,0,13400.0,DIJKSTRA,0.797,5,1,True,0.42
SIM_2025_V3_000112,SEG_NEW_CAI_0112,2025-11-22 05:29:00.186948,New York,40.7128,-74.006,Cairo,30.0444,31.2357,11742.0,6500000,4300342,2199658,21,185,1.8,CLOUDY,0,2,13000.0,A_STAR,0.784,14,1,True,1.17
SIM_2025_V7_000396,SEG_LON_MOS_0396,2025-11-22 05:34:05.431168,London,51.5074,-0.1278,Moscow,55.7558,37.6173,4216.0,7800000,5105341,2694659,20,121,2.0,LIGHT_SNOW,0,0,15600.0,GENETIC,0.958,10,3,True,0.42
SIM_2025_V6_000988,SEG_SÃO_TOK_0988,2025-11-22 05:41:33.976823,São Paulo,-23.5505,-46.6333,Tokyo,35.6762,139.6503,21697.0,8500000,5198416,3301584,21,127,2.3,WIND,0,4,17000.0,GENETIC,0.776,5,2,True,2.17
SIM_2025_V9_000395,SEG_NEW_SYD_0395,2025-11-22 05:41:45.468492,New York,40.7128,-74.006,Sydney,-33.8688,151.2093,26334.0,4800000,3390171,1409829,23,162,2.6,CLOUDY,0,5,9600.0,QUANTUM,0.844,8,2,True,2.63
SIM_2025_V3_000599,SEG_MUM_CAI_0599,2025-11-22 05:49:48.925104,Mumbai,19.076,72.8777,Cairo,30.0444,31.2357,4780.0,7700000,6139612,1560388,20,121,3.4,WIND,0,0,15400.0,QUANTUM,0.92,7,3,True,0.48
SIM_2025_V3_000225,SEG_MOS_TOR_0225,2025-11-22 06:01:08.626292,Moscow,55.7558,37.6173,Toronto,43.6532,-79.3832,13056.0,6700000,4652312,2047688,23,239,2.4,CLOUDY,23,2,13400.0,DIJKSTRA,0.823,12,3,True,1.31
SIM_2025_V3_000350,SEG_PAR_SÃO_0350,2025-11-22 06:22:33.554963,Paris,48.8566,2.3522,São Paulo,-23.5505,-46.6333,9704.0,6200000,3967506,2232494,22,212,3.5,RAIN,0,1,12400.0,DIJKSTRA,0.823,8,1,True,0.97
SIM_2025_V3_000094,SEG_CAI_SYD_0094,2025-11-22 06:29:56.683717,Cairo,30.0444,31.2357,Sydney,-33.8688,151.2093,15089.0,5300000,3917739,1382261,23,171,1.8,WIND,0,3,10600.0,QUANTUM,0.908,6,2,True,1.51
SIM_2025_V3_000773,SEG_PAR_TOK_0773,2025-11-22 06:30:11.896880,Paris,48.8566,2.3522,Tokyo,35.6762,139.6503,15310.0,6700000,4087236,2612764,23,207,3.3,CLEAR,0,3,13400.0,QUANTUM,0.782,19,2,True,1.53
SIM_2025_V4_000097,SEG_TOR_MOS_0097,2025-11-22 06:48:40.690217,Toronto,43.6532,-79.3832,Moscow,55.7558,37.6173,13056.0,6700000,4659633,2040367,22,214,2.8,CLEAR,0,2,13400.0,QUANTUM,0.801,14,2,True,1.31
SIM_2025_V5_000693,SEG_LON_TOR_0693,2025-11-22 06:58:40.998422,London,51.5074,-0.1278,Toronto,43.6532,-79.3832,8840.0,5300000,4136198,1163802,21,141,3.4,RAIN,0,1,10600.0,DIJKSTRA,0.98,11,2,True,0.88
SIM_2025_V3_000512,SEG_MUM_CAI_0512,2025-11-22 07:10:48.087535,Mumbai,19.076,72.8777,Cairo,30.0444,31.2357,4780.0,7700000,5772647,1927353,21,163,3.1,LIGHT_SNOW,0,0,15400.0,DIJKSTRA,0.848,14,2,True,0.48
SIM_2025_V1_000389,SEG_PAR_LON_0389,2025-11-22 07:18:06.498719,Paris,48.8566,2.3522,London,51.5074,-0.1278,403.0,5400000,3410366,1989634,22,157,3.0,FOG,14,0,10800.0,A_STAR,0.952,8,1,True,0.04
SIM_2025_V7_000568,SEG_SYD_TOR_0568,2025-11-22 07:19:09.901674,Sydney,-33.8688,151.2093,Toronto,43.6532,-79.3832,27003.0,3900000,2933350,966650,20,236,2.6,WIND,11,5,7800.0,A_STAR,0.99,12,3,True,2.7
SIM_2025_V5_000716,SEG_TOK_MUM_0716,2025-11-22 07:21:46.308110,Tokyo,35.6762,139.6503,Mumbai,19.076,72.8777,7637.0,8700000,6739694,1960306,21,184,3.3,WIND,0,1,17400.0,QUANTUM,0.78,6,1,True,0.76
SIM_2025_V5_000526,SEG_SÃO_PAR_0526,2025-11-22 07:58:55.039730,São Paulo,-23.5505,-46.6333,Paris,48.8566,2.3522,9704.0,6200000,4773164,1426836,23,213,3.3,CLOUDY,0,1,12400.0,A_STAR,0.916,11,3,True,0.97
SIM_2025_V1_000612,SEG_MUM_NEW_0612,2025-11-22 08:04:17.035876,Mumbai,19.076,72.8777,New York,40.7128,-74.006,16480.0,7200000,5311389,1888611,20,155,3.2,LIGHT_SNOW,9,3,14400.0,GENETIC,0.87,14,1,True,1.65
SIM_2025_V1_000080,SEG_NEW_LON_0080,2025-11-22 08:19:22.307655,New York,40.7128,-74.006,London,51.5074,-0.1278,8288.0,6200000,4087274,2112726,23,139,3.3,RAIN,0,1,12400.0,QUANTUM,0.773,11,2,True,0.83
SIM_2025_V10_000240,SEG_NEW_LON_0240,2025-11-22 08:21:24.863641,New York,40.7128,-74.006,London,51.5074,-0.1278,8288.0,6200000,4062065,2137935,21,164,2.2,HEAVY_SNOW,0,1,12400.0,A_STAR,0.908,20,2,True,0.83
SIM_2025_V5_000690,SEG_CAI_MUM_0690,2025-11-22 08:25:50.417475,Cairo,30.0444,31.2357,Mumbai,19.076,72.8777,4780.0,7700000,5177740,2522260,21,161,2.4,CLEAR,0,0,15400.0,A_STAR,0.98,20,1,True,0.48
SIM_2025_V5_000145,SEG_SYD_CAI_0145,2025-11-22 08:36:24.486861,Sydney,-33.8688,151.2093,Cairo,30.0444,31.2357,15089.0,5300000,3363170,1936830,21,137,1.7,RAIN,2,3,10600.0,GENETIC,0.822,13,2,True,1.51
SIM_2025_V6_000267,SEG_TOR_MUM_0267,2025-11-22 09:03:15.112744,Toronto,43.6532,-79.3832,Mumbai,19.076,72.8777,17120.0,6300000,4043168,2256832,21,161,2.6,WIND,0,3,12600.0,GENETIC,0.828,15,1,True,1.71
SIM_2025_V5_000629,SEG_MOS_TOK_0629,2025-11-22 09:29:35.931790,Moscow,55.7558,37.6173,Tokyo,35.6762,139.6503,11543.0,9100000,5781487,3318513,21,226,3.3,FOG,0,2,18200.0,DIJKSTRA,0.833,10,1,True,1.15
SIM_2025_V9_000087,SEG_NEW_TOK_0087,2025-11-22 09:30:44.620611,New York,40.7128,-74.006,Tokyo,35.6762,139.6503,23722.0,7500000,4885983,2614017,23,147,1.8,CLEAR,0,4,15000.0,QUANTUM,0.836,15,2,True,2.37
SIM_2025_V3_000561,SEG_PAR_LON_0561,2025-11-22 09:37:22.716691,Paris,48.8566,2.3522,London,51.5074,-0.1278,403.0,5400000,3287387,2112613,22,213,2.6,CLEAR,0,0,10800.0,GENETIC,0.964,15,1,True,0.04
SIM_2025_V1_000270,SEG_LON_SÃO_0270,2025-11-22 09:57:08.881309,London,51.5074,-0.1278,São Paulo,-23.5505,-46.6333,9801.0,7200000,5394905,1805095,23,194,1.9,WIND,0,1,14400.0,QUANTUM,0.888,6,1,True,0.98
SIM_2025_V8_000467,SEG_MUM_MOS_0467,2025-11-22 09:57:45.047499,Mumbai,19.076,72.8777,Moscow,55.7558,37.6173,5648.0,8800000,6596421,2203579,23,186,3.4,HEAVY_SNOW,0,1,17600.0,QUANTUM,0.894,5,3,True,0.56
SIM_2025_V2_000583,SEG_CAI_SYD_0583,2025-11-22 09:58:50.971580,Cairo,30.0444,31.2357,Sydney,-33.8688,151.2093,15089.0,5300000,3586865,1713135,22,198,3.4,FOG,0,3,10600.0,QUANTUM,0.784,19,3,True,1.51
SIM_2025_V4_000598,SEG_SÃO_LON_0598,2025-11-22 10:02:46.907289,São Paulo,-23.5505,-46.6333,London,51.5074,-0.1278,9801.0,7200000,4659622,2540378,23,186,2.0,FOG,0,1,14400.0,DIJKSTRA,0.888,20,1,True,0.98
SIM_2025_V2_000813,SEG_CAI_NEW_0813,2025-11-22 10:02:49.243466,Cairo,30.0444,31.2357,New York,40.7128,-74.006,11742.0,6500000,4510879,1989121,22,154,2.7,WIND,16,2,13000.0,QUANTUM,0.866,16,3,True,1.17
SIM_2025_V8_000680,SEG_PAR_MOS_0680,2025-11-22 10:09:41.420852,Paris,48.8566,2.3522,Moscow,55.7558,37.6173,3989.0,6800000,4293959,2506041,23,125,2.0,RAIN,0,0,13600.0,DIJKSTRA,0.865,8,2,True,0.4
SIM_2025_V4_000610,SEG_PAR_MOS_0610,2025-11-22 10:17:12.685455,Paris,48.8566,2.3522,Moscow,55.7558,37.6173,3989.0,6800000,4519227,2280773,21,157,3.5,CLOUDY,0,0,13600.0,DIJKSTRA,0.945,6,1,True,0.4
SIM_2025_V4_000429,SEG_SYD_MOS_0429,2025-11-22 10:36:24.915728,Sydney,-33.8688,151.2093,Moscow,55.7558,37.6173,16061.0,6400000,4614395,1785605,22,208,2.6,LIGHT_SNOW,0,3,12800.0,GENETIC,0.93,14,2,True,1.61
SIM_2025_V3_000735,SEG_CAI_LON_0735,2025-11-22 10:42:13.243606,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,4924910,1775090,20,156,2.3,LIGHT_SNOW,0,0,13400.0,GENETIC,0.788,20,3,True,0.42
SIM_2025_V3_000945,SEG_MOS_LON_0945,2025-11-22 10:46:45.143837,Moscow,55.7558,37.6173,London,51.5074,-0.1278,4216.0,7800000,5065173,2734827,20,132,3.0,CLEAR,0,0,15600.0,A_STAR,0.867,7,3,True,0.42
SIM_2025_V7_000203,SEG_MOS_SYD_0203,2025-11-22 10:54:11.844395,Moscow,55.7558,37.6173,Sydney,-33.8688,151.2093,16061.0,6400000,4904574,1495426,23,209,1.8,WIND,30,3,12800.0,DIJKSTRA,0.88,7,3,True,1.61
SIM_2025_V7_000013,SEG_TOR_CAI_0013,2025-11-22 11:14:09.435170,Toronto,43.6532,-79.3832,Cairo,30.0444,31.2357,12371.0,5600000,4369225,1230775,21,132,2.8,CLEAR,0,2,11200.0,DIJKSTRA,0.883,18,2,True,1.24
SIM_2025_V5_000572,SEG_CAI_TOR_0572,2025-11-22 11:17:45.579580,Cairo,30.0444,31.2357,Toronto,43.6532,-79.3832,12371.0,5600000,3429240,2170760,22,164,3.1,FOG,0,2,11200.0,A_STAR,0.977,8,2,True,1.24
SIM_2025_V5_000904,SEG_NEW_TOR_0904,2025-11-22 11:29:31.547989,New York,40.7128,-74.006,Toronto,43.6532,-79.3832,680.0,5100000,4054174,1045826,23,227,1.7,RAIN,0,0,10200.0,DIJKSTRA,0.791,19,3,True,0.07
SIM_2025_V10_000220,SEG_LON_MOS_0220,2025-11-22 11:32:38.095043,London,51.5074,-0.1278,Moscow,55.7558,37.6173,4216.0,7800000,5993630,1806370,21,196,1.5,LIGHT_SNOW,23,0,15600.0,DIJKSTRA,0.965,7,3,True,0.42
SIM_2025_V6_000284,SEG_MUM_TOR_0284,2025-11-22 11:33:20.971861,Mumbai,19.076,72.8777,Toronto,43.6532,-79.3832,17120.0,6300000,3795991,2504009,21,205,3.4,FOG,0,3,12600.0,QUANTUM,0.787,5,1,True,1.71
SIM_2025_V8_000095,SEG_NEW_TOK_0095,2025-11-22 11:42:12.387587,New York,40.7128,-74.006,Tokyo,35.6762,139.6503,23722.0,7500000,4557921,2942079,21,146,2.9,RAIN,23,4,15000.0,DIJKSTRA,0.864,20,1,True,2.37
SIM_2025_V1_000637,SEG_MOS_LON_0637,2025-11-22 11:43:14.098350,Moscow,55.7558,37.6173,London,51.5074,-0.1278,4216.0,7800000,5296635,2503365,21,192,1.6,HEAVY_SNOW,0,0,15600.0,DIJKSTRA,0.855,8,2,True,0.42
SIM_2025_V5_000359,SEG_MOS_NEW_0359,2025-11-22 11:53:31.440318,Moscow,55.7558,37.6173,New York,40.7128,-74.006,12502.0,7600000,5163306,2436694,22,225,2.9,FOG,0,2,15200.0,A_STAR,0.948,18,2,True,1.25
SIM_2025_V1_000226,SEG_CAI_SÃO_0226,2025-11-22 11:56:29.222703,Cairo,30.0444,31.2357,São Paulo,-23.5505,-46.6333,10493.0,7500000,5256490,2243510,20,121,3.0,HEAVY_SNOW,23,2,15000.0,QUANTUM,0.898,14,1,True,1.05
SIM_2025_V10_000811,SEG_NEW_MUM_0811,2025-11-22 11:57:45.712730,New York,40.7128,-74.006,Mumbai,19.076,72.8777,16480.0,7200000,5707644,1492356,21,190,3.2,CLOUDY,0,3,14400.0,QUANTUM,0.926,19,3,True,1.65
SIM_2025_V3_000093,SEG_PAR_MUM_0093,2025-11-22 11:59:07.763749,Paris,48.8566,2.3522,Mumbai,19.076,72.8777,8498.0,6400000,4462772,1937228,20,218,2.1,CLOUDY,30,1,12800.0,QUANTUM,0.926,17,3,True,0.85
SIM_2025_V2_000746,SEG_SÃO_TOR_0746,2025-11-22 12:20:52.993281,São Paulo,-23.5505,-46.6333,Toronto,43.6532,-79.3832,8298.0,6100000,3712888,2387112,23,226,2.7,HEAVY_SNOW,0,1,12200.0,QUANTUM,0.922,5,2,True,0.83
SIM_2025_V1_000204,SEG_TOK_NEW_0204,2025-11-22 12:47:39.380995,Tokyo,35.6762,139.6503,New York,40.7128,-74.006,23722.0,7500000,4650711,2849289,22,123,3.2,HEAVY_SNOW,19,4,15000.0,GENETIC,0.866,11,2,True,2.37
SIM_2025_V4_000156,SEG_CAI_NEW_0156,2025-11-22 12:50:21.717681,Cairo,30.0444,31.2357,New York,40.7128,-74.006,11742.0,6500000,5133902,1366098,23,140,2.0,FOG,5,2,13000.0,A_STAR,0.906,12,1,True,1.17
SIM_2025_V3_000830,SEG_SYD_CAI_0830,2025-11-22 12:51:29.048484,Sydney,-33.8688,151.2093,Cairo,30.0444,31.2357,15089.0,5300000,3233324,2066676,21,139,2.4,LIGHT_SNOW,13,3,10600.0,QUANTUM,0.96,10,2,True,1.51
SIM_2025_V4_000658,SEG_MUM_CAI_0658,2025-11-22 12:53:41.630865,Mumbai,19.076,72.8777,Cairo,30.0444,31.2357,4780.0,7700000,5171572,2528428,23,132,2.1,RAIN,0,0,15400.0,DIJKSTRA,0.866,12,3,True,0.48
SIM_2025_V3_000921,SEG_MOS_NEW_0921,2025-11-22 12:55:06.197482,Moscow,55.7558,37.6173,New York,40.7128,-74.006,12502.0,7600000,5782011,1817989,21,141,3.0,WIND,0,2,15200.0,QUANTUM,0.984,19,1,True,1.25
SIM_2025_V1_000790,SEG_PAR_MUM_0790,2025-11-22 12:58:43.889248,Paris,48.8566,2.3522,Mumbai,19.076,72.8777,8498.0,6400000,4417879,1982121,20,205,3.3,LIGHT_SNOW,0,1,12800.0,QUANTUM,0.947,18,3,True,0.85
SIM_2025_V5_000241,SEG_CAI_LON_0241,2025-11-22 13:04:43.362452,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,5038514,1661486,21,238,2.6,HEAVY_SNOW,16,0,13400.0,GENETIC,0.784,8,3,True,0.42
SIM_2025_V10_000881,SEG_LON_SÃO_0881,2025-11-22 13:16:14.191489,London,51.5074,-0.1278,São Paulo,-23.5505,-46.6333,9801.0,7200000,5681704,1518296,23,146,3.2,CLEAR,0,1,14400.0,A_STAR,0.94,12,1,True,0.98
SIM_2025_V7_000444,SEG_MUM_SYD_0444,2025-11-22 13:33:58.912659,Mumbai,19.076,72.8777,Sydney,-33.8688,151.2093,10495.0,6000000,3941888,2058112,20,240,3.3,FOG,0,2,12000.0,A_STAR,0.825,15,3,True,1.05
SIM_2025_V1_000391,SEG_NEW_LON_0391,2025-11-22 13:49:44.615231,New York,40.7128,-74.006,London,51.5074,-0.1278,8288.0,6200000,3975564,2224436,20,176,1.7,WIND,30,1,12400.0,GENETIC,0.96,20,2,True,0.83
SIM_2025_V7_000703,SEG_SÃO_PAR_0703,2025-11-22 14:10:44.543247,São Paulo,-23.5505,-46.6333,Paris,48.8566,2.3522,9704.0,6200000,4149469,2050531,23,176,3.3,WIND,0,1,12400.0,GENETIC,0.865,20,1,True,0.97
SIM_2025_V1_000128,SEG_MUM_NEW_0128,2025-11-22 14:22:18.652164,Mumbai,19.076,72.8777,New York,40.7128,-74.006,16480.0,7200000,5339204,1860796,22,236,2.3,LIGHT_SNOW,0,3,14400.0,QUANTUM,0.787,11,2,True,1.65
SIM_2025_V1_000666,SEG_LON_CAI_0666,2025-11-22 14:43:41.342544,London,51.5074,-0.1278,Cairo,30.0444,31.2357,4218.0,6700000,4376492,2323508,21,154,3.4,LIGHT_SNOW,0,0,13400.0,GENETIC,0.765,15,3,True,0.42
SIM_2025_V1_000924,SEG_MOS_CAI_0924,2025-11-22 14:44:15.853605,Moscow,55.7558,37.6173,Cairo,30.0444,31.2357,2941.0,8100000,5059602,3040398,20,171,1.7,FOG,0,0,16200.0,DIJKSTRA,0.824,7,1,True,0.29
SIM_2025_V10_000605,SEG_NEW_TOK_0605,2025-11-22 15:03:45.247672,New York,40.7128,-74.006,Tokyo,35.6762,139.6503,23722.0,7500000,4720848,2779152,23,136,3.5,CLEAR,0,4,15000.0,DIJKSTRA,0.799,17,3,True,2.37
SIM_2025_V6_000724,SEG_LON_NEW_0724,2025-11-22 15:08:18.309765,London,51.5074,-0.1278,New York,40.7128,-74.006,8288.0,6200000,4762499,1437501,23,167,2.6,FOG,0,1,12400.0,A_STAR,0.894,19,1,True,0.83
SIM_2025_V4_000221,SEG_CAI_LON_0221,2025-11-22 15:12:29.601022,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,5244992,1455008,23,126,1.9,HEAVY_SNOW,12,0,13400.0,QUANTUM,0.772,20,1,True,0.42
SIM_2025_V10_000584,SEG_SÃO_SYD_0584,2025-11-22 15:52:25.676163,São Paulo,-23.5505,-46.6333,Sydney,-33.8688,151.2093,21990.0,5800000,3588373,2211627,20,192,1.8,CLOUDY,0,4,11600.0,GENETIC,0.935,13,1,True,2.2
SIM_2025_V2_000412,SEG_LON_TOR_0412,2025-11-22 15:59:12.250335,London,51.5074,-0.1278,Toronto,43.6532,-79.3832,8840.0,5300000,3627235,1672765,20,184,2.0,HEAVY_SNOW,2,1,10600.0,DIJKSTRA,0.873,8,3,True,0.88
SIM_2025_V9_000686,SEG_PAR_SYD_0686,2025-11-22 16:21:39.246938,Paris,48.8566,2.3522,Sydney,-33.8688,151.2093,18903.0,4000000,2453391,1546609,20,227,2.0,LIGHT_SNOW,0,3,8000.0,DIJKSTRA,0.919,18,1,True,1.89
SIM_2025_V10_000508,SEG_SYD_NEW_0508,2025-11-22 16:28:43.465200,Sydney,-33.8688,151.2093,New York,40.7128,-74.006,26334.0,4800000,3325360,1474640,22,222,2.0,CLEAR,0,5,9600.0,DIJKSTRA,0.834,19,1,True,2.63
SIM_2025_V6_000078,SEG_TOK_TOR_0078,2025-11-22 16:29:37.577540,Tokyo,35.6762,139.6503,Toronto,43.6532,-79.3832,24329.0,6600000,4091241,2508759,22,212,2.6,CLEAR,23,4,13200.0,DIJKSTRA,0.811,10,2,True,2.43
SIM_2025_V4_000570,SEG_CAI_TOK_0570,2025-11-22 16:31:22.922101,Cairo,30.0444,31.2357,Tokyo,35.6762,139.6503,12050.0,8000000,5743969,2256031,23,216,3.5,LIGHT_SNOW,27,2,16000.0,GENETIC,0.902,11,3,True,1.2
SIM_2025_V1_000918,SEG_PAR_LON_0918,2025-11-22 16:36:27.795249,Paris,48.8566,2.3522,London,51.5074,-0.1278,403.0,5400000,3329012,2070988,23,203,1.7,WIND,0,0,10800.0,DIJKSTRA,0.985,17,2,True,0.04
SIM_2025_V2_000358,SEG_TOK_LON_0358,2025-11-22 16:48:46.092743,Tokyo,35.6762,139.6503,London,51.5074,-0.1278,15615.0,7700000,5460659,2239341,23,218,1.5,CLOUDY,0,3,15400.0,A_STAR,0.786,16,1,True,1.56
SIM_2025_V2_000246,SEG_LON_PAR_0246,2025-11-22 16:56:08.650718,London,51.5074,-0.1278,Paris,48.8566,2.3522,403.0,5400000,3819870,1580130,23,213,1.6,FOG,2,0,10800.0,DIJKSTRA,0.962,12,3,True,0.04
SIM_2025_V2_000842,SEG_SÃO_TOK_0842,2025-11-22 17:18:26.247749,São Paulo,-23.5505,-46.6333,Tokyo,35.6762,139.6503,21697.0,8500000,5670220,2829780,22,226,2.1,RAIN,0,4,17000.0,DIJKSTRA,0.958,20,1,True,2.17
SIM_2025_V3_000516,SEG_LON_TOK_0516,2025-11-22 17:20:03.334166,London,51.5074,-0.1278,Tokyo,35.6762,139.6503,15615.0,7700000,5395207,2304793,20,202,2.2,LIGHT_SNOW,0,3,15400.0,DIJKSTRA,0.986,13,2,True,1.56
SIM_2025_V1_000433,SEG_MOS_SYD_0433,2025-11-22 17:53:10.936679,Moscow,55.7558,37.6173,Sydney,-33.8688,151.2093,16061.0,6400000,4642976,1757024,20,176,3.1,LIGHT_SNOW,0,3,12800.0,DIJKSTRA,0.865,12,1,True,1.61
SIM_2025_V9_000456,SEG_MOS_TOR_0456,2025-11-22 17:55:21.066575,Moscow,55.7558,37.6173,Toronto,43.6532,-79.3832,13056.0,6700000,4031214,2668786,23,182,2.8,WIND,0,2,13400.0,DIJKSTRA,0.86,20,3,True,1.31
SIM_2025_V7_000587,SEG_PAR_LON_0587,2025-11-22 18:14:07.758787,Paris,48.8566,2.3522,London,51.5074,-0.1278,403.0,5400000,3784004,1615996,23,205,2.2,HEAVY_SNOW,0,0,10800.0,QUANTUM,0.848,7,2,True,0.04
SIM_2025_V7_000626,SEG_MUM_MOS_0626,2025-11-22 18:26:32.412302,Mumbai,19.076,72.8777,Moscow,55.7558,37.6173,5648.0,8800000,6738717,2061283,20,168,2.1,FOG,0,1,17600.0,A_STAR,0.951,6,3,True,0.56
SIM_2025_V4_000050,SEG_NEW_SÃO_0050,2025-11-22 18:46:50.488242,New York,40.7128,-74.006,São Paulo,-23.5505,-46.6333,7753.0,7000000,4959796,2040204,22,222,3.2,CLEAR,0,1,14000.0,QUANTUM,0.824,7,3,True,0.78
SIM_2025_V2_000932,SEG_LON_MUM_0932,2025-11-22 18:46:53.565109,London,51.5074,-0.1278,Mumbai,19.076,72.8777,8867.0,7400000,5607936,1792064,22,204,1.8,FOG,27,1,14800.0,QUANTUM,0.934,12,3,True,0.89
SIM_2025_V6_000286,SEG_SYD_MOS_0286,2025-11-22 18:53:34.810399,Sydney,-33.8688,151.2093,Moscow,55.7558,37.6173,16061.0,6400000,4133267,2266733,22,208,2.2,LIGHT_SNOW,0,3,12800.0,DIJKSTRA,0.9,7,3,True,1.61
SIM_2025_V4_000704,SEG_MUM_SYD_0704,2025-11-22 19:13:49.439825,Mumbai,19.076,72.8777,Sydney,-33.8688,151.2093,10495.0,6000000,4382670,1617330,21,221,3.3,CLOUDY,0,2,12000.0,A_STAR,0.935,16,2,True,1.05
SIM_2025_V9_000404,SEG_SYD_TOR_0404,2025-11-22 19:34:33.483623,Sydney,-33.8688,151.2093,Toronto,43.6532,-79.3832,27003.0,3900000,2518707,1381293,22,122,3.2,RAIN,0,5,7800.0,GENETIC,0.924,6,2,True,2.7
SIM_2025_V9_000929,SEG_TOR_SÃO_0929,2025-11-22 19:39:50.528822,Toronto,43.6532,-79.3832,São Paulo,-23.5505,-46.6333,8298.0,6100000,3943915,2156085,20,161,3.3,FOG,0,1,12200.0,DIJKSTRA,0.891,11,3,True,0.83
SIM_2025_V9_000664,SEG_MOS_TOR_0664,2025-11-22 19:44:23.728617,Moscow,55.7558,37.6173,Toronto,43.6532,-79.3832,13056.0,6700000,4134934,2565066,21,222,2.4,HEAVY_SNOW,13,2,13400.0,DIJKSTRA,0.906,19,1,True,1.31
SIM_2025_V10_000678,SEG_SÃO_CAI_0678,2025-11-22 19:50:53.984665,São Paulo,-23.5505,-46.6333,Cairo,30.0444,31.2357,10493.0,7500000,5279028,2220972,22,224,2.7,FOG,0,2,15000.0,A_STAR,0.852,20,2,True,1.05
