request_id,timestamp,child_id,latitude,longitude,country,timezone,letter_text,primary_gift_category,gift_count,sentiment_score,urgency_level,language_code,delivery_preference,extracted_gifts_json
REQ_2025_00000759,2025-11-11T12:51:45.071Z,CH_RS_92168,14.581475585440375,29.494461156904975,Sudan,Europe/Malta,"Hi Santa! My name is Hannah and I am 12 years old. This year I want skateboard, bicycle, and soccer ball. I've been good and helped my sister. Thank you!",SPORTS,3,0.787,5,fr,mailbox,"""""""[{""""""""item_name"""""""": """"""""skateboard"""""""""""
REQ_2025_00000514,2025-11-11T13:14:34.842Z,CH_TJ_13830,-14.295394859615216,-170.71284447656615,American Samoa,Asia/Phnom_Penh,"Santa, please bring me gaming console for Christmas. I really need it because it would help me in school. I've been kind all year. From Stephen",ELECTRONICS,3,0.664,3,zh,stocking,"""""""[{""""""""item_name"""""""": """"""""gaming console"""""""""""
REQ_2025_00000380,2025-11-11T14:43:48.884Z,CH_MK_16932,-11.877383839233131,17.56889316348811,Angola,Africa/Casablanca,"Hi Santa! My name is Cynthia and I am 7 years old. This year I want drone, tablet, and gaming console. I've been trying my best and helped my sister. Thank you!",ELECTRONICS,3,0.709,4,pt,chimney,"""""""[{""""""""item_name"""""""": """"""""drone"""""""""""
REQ_2025_00000390,2025-11-11T15:10:50.351Z,CH_BO_54385,1.6114527068837268,10.516817001602865,Equatorial Guinea,Europe/Skopje,"Santa, please bring me rollerblades for Christmas. I really need it because I want to learn. I've been very good all year. From Heather",SPORTS,3,0.68,4,es,tree,"""""""[{""""""""item_name"""""""": """"""""rollerblades"""""""""""
REQ_2025_00000541,2025-11-11T15:17:24.674Z,CH_LK_74103,8.031298310602011,-1.0821950737354418,Ghana,America/Santiago,"Hi Santa! My name is Jason and I am 8 years old. This year I want doll, toy car, and stuffed animal. I've been kind and helped my mom. Thank you!",TOYS,3,0.82,2,pt,mailbox,"""""""[{""""""""item_name"""""""": """"""""doll"""""""""""
REQ_2025_00000293,2025-11-11T15:39:33.925Z,CH_BI_53829,24.47475617013833,90.29465850883321,Bangladesh,Europe/Budapest,"Dear Santa, I have been very kind this year. For Christmas, I would really like puzzle and maybe toy car. I promise to be kind to others. Love, Amanda",TOYS,3,0.739,4,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""puzzle"""""""""""
REQ_2025_00000361,2025-11-11T15:44:39.293Z,CH_BD_21334,18.18296648625882,-77.3955307972136,Jamaica,Africa/Maputo,"Dear Santa, I have been very kind this year. For Christmas, I would really like chapter book and maybe comic book. I promise to do my homework. Love, Allison",BOOKS,3,0.765,5,ja,tree,"""""""[{""""""""item_name"""""""": """"""""chapter book"""""""""""
REQ_2025_00000496,2025-11-11T16:46:04.236Z,CH_EE_32980,39.783517883166326,-100.4445251317352,United States of America,Africa/Luanda,"Santa, please bring me musical instrument for Christmas. I really need it because all my friends have one. I've been excellent all year. From Bethany",CREATIVE,3,0.854,3,ja,chimney,"""""""[{""""""""item_name"""""""": """"""""musical instrument"""""""""""
REQ_2025_00000134,2025-11-11T17:00:42.039Z,CH_GQ_79391,41.32495594615612,63.95439134048591,Uzbekistan,Africa/Nouakchott,"Dear Santa, I have been very helpful this year. For Christmas, I would really like rollerblades and maybe basketball. I promise to be kind to others. Love, Albert",SPORTS,3,0.889,5,it,chimney,"""""""[{""""""""item_name"""""""": """"""""rollerblades"""""""""""
REQ_2025_00000023,2025-11-11T17:48:24.106Z,CH_UA_88193,42.64134769372662,12.671416805439344,Italy,Asia/Aqtau,"Hi Santa! My name is John and I am 9 years old. This year I want craft kit, art supplies, and science kit. I've been very good and helped my mom. Thank you!",CREATIVE,3,0.774,3,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""craft kit"""""""""""
REQ_2025_00000181,2025-11-11T18:36:55.477Z,CH_AE_94840,-12.20688361099177,44.28415501492607,Comoros,America/St_Kitts,"Hi Santa! My name is Dustin and I am 8 years old. This year I want gaming console, smartwatch, and drone. I've been very good and helped my grandparents. Thank you!",ELECTRONICS,3,0.718,4,ja,chimney,"""""""[{""""""""item_name"""""""": """"""""gaming console"""""""""""
REQ_2025_00000389,2025-11-11T18:50:56.741Z,CH_LC_98363,14.584151131668184,29.494426268770205,Sudan,Europe/Dublin,"Hi Santa! My name is Kelli and I am 9 years old. This year I want educational book, chapter book, and picture book. I've been kind and helped my dad. Thank you!",BOOKS,3,0.797,1,zh,mailbox,"""""""[{""""""""item_name"""""""": """"""""educational book"""""""""""
REQ_2025_00000089,2025-11-11T19:54:34.383Z,CH_AU_66261,38.63061227750842,70.81648859852314,Tajikistan,Africa/Tunis,"Santa, please bring me building blocks for Christmas. I really need it because all my friends have one. I've been helpful all year. From Robert",CREATIVE,3,0.601,3,de,mailbox,"""""""[{""""""""item_name"""""""": """"""""building blocks"""""""""""
REQ_2025_00000842,2025-11-11T20:26:04.159Z,CH_MC_75535,17.736091183383873,9.320280688894938,Niger,Asia/Rangoon,"Santa, please bring me smartwatch for Christmas. I really need it because my old one broke. I've been helpful all year. From Jacob",ELECTRONICS,3,0.728,1,it,mailbox,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
REQ_2025_00000727,2025-11-11T21:28:49.058Z,CH_PH_88419,24.179431904006172,-13.765840646082806,Western Sahara,Africa/Nouakchott,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like headphones and maybe tablet. I promise to do my homework. Love, Michelle",ELECTRONICS,3,0.795,5,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""headphones"""""""""""
REQ_2025_00000310,2025-11-11T22:25:32.602Z,CH_PT_77065,-0.7256117968366137,15.645203682715932,Congo,Africa/Porto-Novo,"Santa, please bring me LEGO set for Christmas. I really need it because it would help me in school. I've been excellent all year. From Michael",TOYS,3,0.845,2,zh,mailbox,"""""""[{""""""""item_name"""""""": """"""""LEGO set"""""""""""
REQ_2025_00000330,2025-11-11T23:39:15.617Z,CH_LI_94540,8.998923080929206,168.00242305447077,Marshall Islands,Pacific/Apia,"Santa, please bring me smartwatch for Christmas. I really need it because it would help me in school. I've been good all year. From Jennifer",ELECTRONICS,3,0.864,1,de,tree,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
REQ_2025_00000683,2025-11-11T23:41:25.478Z,CH_AR_83464,27.547128586006785,90.51361990303934,Bhutan,Africa/Lagos,"Dear Santa, I have been very very good this year. For Christmas, I would really like coloring book and maybe picture book. I promise to help with chores. Love, Kristin",BOOKS,3,0.777,3,es,mailbox,"""""""[{""""""""item_name"""""""": """"""""coloring book"""""""""""
REQ_2025_00000618,2025-11-11T23:44:25.959Z,CH_KM_99564,38.99740252954713,21.98845596467389,Greece,Asia/Bishkek,"Santa, please bring me comic book for Christmas. I really need it because I want to learn. I've been trying my best all year. From Laura",BOOKS,3,0.907,3,fr,mailbox,"""""""[{""""""""item_name"""""""": """"""""comic book"""""""""""
REQ_2025_00000799,2025-11-12T00:48:27.536Z,CH_LR_46861,-18.92779866366732,46.44322172501733,Madagascar,Europe/London,"Dear Santa, I have been very helpful this year. For Christmas, I would really like gaming console and maybe robot. I promise to be kind to others. Love, Morgan",ELECTRONICS,3,0.876,2,es,tree,"""""""[{""""""""item_name"""""""": """"""""gaming console"""""""""""
REQ_2025_00000703,2025-11-12T02:10:11.785Z,CH_GN_67001,-4.660797917381114,55.45201062455062,Seychelles,Europe/Athens,"Santa, please bring me doll for Christmas. I really need it because it would help me in school. I've been helpful all year. From Michaela",TOYS,3,0.619,3,en,chimney,"""""""[{""""""""item_name"""""""": """"""""doll"""""""""""
REQ_2025_00000990,2025-11-12T02:18:10.225Z,CH_BA_64443,15.178447350891082,145.73545231877904,Northern Mariana Islands,Africa/Harare,"Santa, please bring me art supplies for Christmas. I really need it because I want to learn. I've been good all year. From Tara",CREATIVE,3,0.705,2,de,mailbox,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000095,2025-11-12T02:38:21.302Z,CH_CZ_57467,-29.603512316251873,28.334568477059328,Lesotho,Asia/Colombo,"Dear Santa, I have been very very good this year. For Christmas, I would really like doll and maybe puzzle. I promise to share with my siblings. Love, Robert",TOYS,3,0.753,5,en,tree,"""""""[{""""""""item_name"""""""": """"""""doll"""""""""""
REQ_2025_00000041,2025-11-12T03:08:32.064Z,CH_TV_71524,4.568089365252022,102.26772931656058,Malaysia,Africa/Addis_Ababa,"Hi Santa! My name is Cody and I am 3 years old. This year I want craft kit, musical instrument, and building blocks. I've been good and helped my grandparents. Thank you!",CREATIVE,3,0.791,3,fr,chimney,"""""""[{""""""""item_name"""""""": """"""""craft kit"""""""""""
REQ_2025_00000702,2025-11-12T03:14:53.925Z,CH_LS_75806,1.3543391765664061,103.81986122042771,Singapore,Africa/Mogadishu,"Santa, please bring me action figure for Christmas. I really need it because it would help me in school. I've been kind all year. From Danielle",TOYS,3,0.749,4,pt,stocking,"""""""[{""""""""item_name"""""""": """"""""action figure"""""""""""
REQ_2025_00000378,2025-11-12T03:52:44.508Z,CH_CI_93958,52.86627221953875,-7.975856756202091,Ireland,Africa/Tripoli,"Dear Santa, I have been very good this year. For Christmas, I would really like tennis racket and maybe basketball. I promise to do my homework. Love, Joshua",SPORTS,3,0.934,4,es,stocking,"""""""[{""""""""item_name"""""""": """"""""tennis racket"""""""""""
REQ_2025_00000783,2025-11-12T04:12:58.916Z,CH_FJ_74916,-16.525839934279475,168.10899939856242,Vanuatu,America/Lima,"Dear Santa, I have been very very good this year. For Christmas, I would really like doll and maybe LEGO set. I promise to help with chores. Love, Michael",TOYS,3,0.683,5,en,chimney,"""""""[{""""""""item_name"""""""": """"""""doll"""""""""""
REQ_2025_00000588,2025-11-12T05:10:26.617Z,CH_UY_92764,17.12115534044099,-88.68557015471754,Belize,America/Montevideo,"Hi Santa! My name is Steven and I am 5 years old. This year I want soccer ball, tennis racket, and skateboard. I've been very good and helped my dad. Thank you!",SPORTS,3,0.831,4,it,tree,"""""""[{""""""""item_name"""""""": """"""""soccer ball"""""""""""
REQ_2025_00000688,2025-11-12T05:30:32.096Z,CH_UZ_32671,59.67801324522727,14.521257484550805,Sweden,Africa/Libreville,"Hi Santa! My name is Karen and I am 7 years old. This year I want doll, board game, and LEGO set. I've been helpful and helped my grandparents. Thank you!",TOYS,3,0.854,1,it,stocking,"""""""[{""""""""item_name"""""""": """"""""doll"""""""""""
REQ_2025_00000500,2025-11-12T05:37:21.970Z,CH_BW_65868,23.977279171350478,120.97846955543191,Taiwan,Africa/Maseru,"Santa, please bring me gaming console for Christmas. I really need it because my old one broke. I've been helpful all year. From Jeanette",ELECTRONICS,3,0.89,3,fr,tree,"""""""[{""""""""item_name"""""""": """"""""gaming console"""""""""""
REQ_2025_00000885,2025-11-12T06:52:29.383Z,CH_MN_71762,-49.240144643276956,69.6248378946865,French Southern Territories,Africa/Nouakchott,"Santa, please bring me science kit for Christmas. I really need it because my old one broke. I've been kind all year. From Ralph",CREATIVE,3,0.671,2,it,stocking,"""""""[{""""""""item_name"""""""": """"""""science kit"""""""""""
REQ_2025_00000159,2025-11-12T07:14:16.706Z,CH_CI_80048,-1.3429479145757726,-79.36716507995955,Ecuador,Africa/Ouagadougou,"Dear Santa, I have been very kind this year. For Christmas, I would really like coloring book and maybe picture book. I promise to be kind to others. Love, Heather",BOOKS,3,0.759,4,de,mailbox,"""""""[{""""""""item_name"""""""": """"""""coloring book"""""""""""
REQ_2025_00000012,2025-11-12T07:37:08.066Z,CH_UA_62772,-8.643530587509575,179.1557203307363,Tuvalu,Europe/Vaduz,"Hi Santa! My name is Ann and I am 4 years old. This year I want soccer ball, basketball, and tennis racket. I've been kind and helped my mom. Thank you!",SPORTS,3,0.891,1,de,tree,"""""""[{""""""""item_name"""""""": """"""""soccer ball"""""""""""
REQ_2025_00000113,2025-11-12T08:32:17.789Z,CH_SD_20358,17.737593544331666,9.325359914536612,Niger,Asia/Magadan,"Hi Santa! My name is Meagan and I am 7 years old. This year I want picture book, educational book, and chapter book. I've been very good and helped my mom. Thank you!",BOOKS,3,0.739,4,it,mailbox,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000803,2025-11-12T08:43:53.191Z,CH_PA_36167,-17.05563541672335,-64.98908145101468,Bolivia,Pacific/Apia,"Santa, please bring me coloring book for Christmas. I really need it because it would help me in school. I've been good all year. From Cory",BOOKS,3,0.962,4,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""coloring book"""""""""""
REQ_2025_00000461,2025-11-12T10:00:05.757Z,CH_SD_18566,12.748913058361357,122.73196807740736,Philippines,Asia/Hebron,"Dear Santa, I have been very helpful this year. For Christmas, I would really like bicycle and maybe soccer ball. I promise to do my homework. Love, Sarah",SPORTS,3,0.835,1,fr,stocking,"""""""[{""""""""item_name"""""""": """"""""bicycle"""""""""""
REQ_2025_00000680,2025-11-12T11:00:32.306Z,CH_TG_23497,42.53952052602783,1.5757658865634445,Andorra,Pacific/Tongatapu,"Santa, please bring me coloring book for Christmas. I really need it because I want to learn. I've been helpful all year. From Rebecca",BOOKS,3,0.892,3,fr,stocking,"""""""[{""""""""item_name"""""""": """"""""coloring book"""""""""""
REQ_2025_00000995,2025-11-12T12:59:53.122Z,CH_LU_84847,40.77020384733192,44.67208064064606,Armenia,Africa/Johannesburg,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like rollerblades and maybe basketball. I promise to help with chores. Love, Kimberly",SPORTS,3,0.733,3,ja,chimney,"""""""[{""""""""item_name"""""""": """"""""rollerblades"""""""""""
REQ_2025_00000167,2025-11-12T13:10:00.010Z,CH_LY_76402,-4.656799029786336,55.45633082691146,Seychelles,Pacific/Efate,"Hi Santa! My name is Jennifer and I am 4 years old. This year I want puzzle, LEGO set, and toy car. I've been very good and helped my mom. Thank you!",TOYS,3,0.715,5,zh,mailbox,"""""""[{""""""""item_name"""""""": """"""""puzzle"""""""""""
REQ_2025_00000665,2025-11-12T13:18:00.675Z,CH_GT_55557,-10.329752620284529,-53.20008312659456,Brazil,Europe/Lisbon,"Dear Santa, I have been very very good this year. For Christmas, I would really like soccer ball and maybe skateboard. I promise to be kind to others. Love, Jasmine",SPORTS,3,0.879,2,ja,mailbox,"""""""[{""""""""item_name"""""""": """"""""soccer ball"""""""""""
REQ_2025_00000288,2025-11-12T15:00:59.965Z,CH_ME_38298,-2.479852633545661,117.89033025164336,Indonesia,America/Nassau,"Dear Santa, I have been very kind this year. For Christmas, I would really like picture book and maybe comic book. I promise to share with my siblings. Love, Amanda",BOOKS,3,0.984,1,es,tree,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000772,2025-11-12T16:41:51.280Z,CH_GW_13614,13.15184025156272,-59.52797223647352,Barbados,America/Cuiaba,"Santa, please bring me rollerblades for Christmas. I really need it because all my friends have one. I've been excellent all year. From John",SPORTS,3,0.885,4,zh,tree,"""""""[{""""""""item_name"""""""": """"""""rollerblades"""""""""""
REQ_2025_00000892,2025-11-12T17:16:08.817Z,CH_TV_11209,34.91443851036224,32.892621030227104,Cyprus,Asia/Bahrain,"Hi Santa! My name is Lisa and I am 3 years old. This year I want gaming console, drone, and headphones. I've been very good and helped my brother. Thank you!",ELECTRONICS,3,0.853,3,pt,stocking,"""""""[{""""""""item_name"""""""": """"""""gaming console"""""""""""
REQ_2025_00000737,2025-11-12T17:21:14.748Z,CH_AO_14205,-23.230206688368153,17.3263055333151,Namibia,Pacific/Palau,"Santa, please bring me stuffed animal for Christmas. I really need it because it would help me in school. I've been excellent all year. From Donna",TOYS,3,0.984,3,ja,stocking,"""""""[{""""""""item_name"""""""": """"""""stuffed animal"""""""""""
REQ_2025_00000209,2025-11-12T17:25:45.390Z,CH_MY_10617,-8.702804106067882,159.105796038764,Solomon Islands,Europe/Budapest,"Hi Santa! My name is Andrew and I am 10 years old. This year I want smartwatch, gaming console, and tablet. I've been excellent and helped my sister. Thank you!",ELECTRONICS,3,0.781,2,fr,tree,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
REQ_2025_00000991,2025-11-12T17:51:01.857Z,CH_GT_44123,4.610648629487704,13.155859987770608,Cameroon,Pacific/Funafuti,"Dear Santa, I have been very excellent this year. For Christmas, I would really like art supplies and maybe science kit. I promise to be kind to others. Love, Melissa",CREATIVE,3,0.899,3,it,mailbox,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000793,2025-11-12T18:04:39.177Z,CH_PY_31013,17.24751525255642,-62.674953640195305,Saint Kitts and Nevis,Pacific/Easter,"Dear Santa, I have been very excellent this year. For Christmas, I would really like tennis racket and maybe soccer ball. I promise to do my homework. Love, John",SPORTS,3,0.747,1,zh,stocking,"""""""[{""""""""item_name"""""""": """"""""tennis racket"""""""""""
REQ_2025_00000856,2025-11-12T19:07:42.129Z,CH_CR_88349,1.3539553130718722,103.82054769202516,Singapore,Pacific/Funafuti,"Hi Santa! My name is Jason and I am 12 years old. This year I want smartwatch, robot, and gaming console. I've been helpful and helped my sister. Thank you!",ELECTRONICS,3,0.77,2,fr,stocking,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
REQ_2025_00000354,2025-11-12T19:29:50.228Z,CH_SA_30677,9.603428460556106,7.9970993951440255,Nigeria,America/Dominica,"Santa, please bring me musical instrument for Christmas. I really need it because it would help me in school. I've been good all year. From Ryan",CREATIVE,3,0.606,4,es,chimney,"""""""[{""""""""item_name"""""""": """"""""musical instrument"""""""""""
REQ_2025_00000639,2025-11-12T19:52:50.547Z,CH_KW_81256,-0.7272230693698897,15.638381594055929,Congo,Asia/Colombo,"Dear Santa, I have been very kind this year. For Christmas, I would really like science kit and maybe building blocks. I promise to share with my siblings. Love, Jessica",CREATIVE,3,0.682,3,de,mailbox,"""""""[{""""""""item_name"""""""": """"""""science kit"""""""""""
REQ_2025_00000657,2025-11-12T20:08:16.534Z,CH_MN_47389,16.741073109757895,-62.19082397377605,Montserrat,Africa/Dar_es_Salaam,"Hi Santa! My name is Matthew and I am 12 years old. This year I want picture book, chapter book, and educational book. I've been excellent and helped my grandparents. Thank you!",BOOKS,3,0.729,3,fr,tree,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000191,2025-11-12T20:53:50.740Z,CH_ST_95673,8.366326936021789,49.08369556856089,Somalia,Atlantic/Cape_Verde,"Hi Santa! My name is Jennifer and I am 5 years old. This year I want skateboard, bicycle, and tennis racket. I've been helpful and helped my mom. Thank you!",SPORTS,3,0.666,4,fr,chimney,"""""""[{""""""""item_name"""""""": """"""""skateboard"""""""""""
REQ_2025_00000606,2025-11-12T20:59:12.614Z,CH_PL_82129,35.93110819463535,14.39390778255467,Malta,Asia/Baghdad,"Santa, please bring me picture book for Christmas. I really need it because my old one broke. I've been trying my best all year. From Ashley",BOOKS,3,0.634,4,de,tree,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000709,2025-11-12T21:49:37.941Z,CH_KM_89864,12.753010861110324,122.73015273736989,Philippines,Asia/Taipei,"Santa, please bring me doll for Christmas. I really need it because all my friends have one. I've been excellent all year. From Jill",TOYS,3,0.931,5,zh,stocking,"""""""[{""""""""item_name"""""""": """"""""doll"""""""""""
REQ_2025_00000300,2025-11-12T22:20:45.832Z,CH_UY_51347,36.57277536320123,139.23811958272515,Japan,Africa/Dar_es_Salaam,"Santa, please bring me picture book for Christmas. I really need it because my old one broke. I've been trying my best all year. From Joshua",BOOKS,3,0.794,5,es,tree,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000889,2025-11-12T23:33:05.640Z,CH_IR_19626,8.03322711135323,-1.079328800655882,Ghana,Africa/Asmera,"Dear Santa, I have been very good this year. For Christmas, I would really like LEGO set and maybe puzzle. I promise to be kind to others. Love, Sandra",TOYS,3,0.713,3,pt,tree,"""""""[{""""""""item_name"""""""": """"""""LEGO set"""""""""""
REQ_2025_00000063,2025-11-13T00:52:27.447Z,CH_TV_23022,1.6096602049342892,10.51723904810388,Equatorial Guinea,Africa/Bangui,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like soccer ball and maybe bicycle. I promise to be kind to others. Love, Barbara",SPORTS,3,0.992,3,pt,chimney,"""""""[{""""""""item_name"""""""": """"""""soccer ball"""""""""""
REQ_2025_00000833,2025-11-13T02:20:22.710Z,CH_CF_45398,-29.031064204995044,167.94659749107228,Norfolk Island,Africa/Mbabane,"Dear Santa, I have been very kind this year. For Christmas, I would really like skateboard and maybe bicycle. I promise to do my homework. Love, Audrey",SPORTS,3,0.609,5,ja,chimney,"""""""[{""""""""item_name"""""""": """"""""skateboard"""""""""""
REQ_2025_00000745,2025-11-13T04:58:52.571Z,CH_NA_28378,28.23479084913431,-177.36825357666334,United States Minor Outlying Islands,Pacific/Funafuti,"Dear Santa, I have been very very good this year. For Christmas, I would really like comic book and maybe picture book. I promise to share with my siblings. Love, Charles",BOOKS,3,0.878,1,en,tree,"""""""[{""""""""item_name"""""""": """"""""comic book"""""""""""
REQ_2025_00000723,2025-11-13T05:26:58.966Z,CH_AG_32988,-23.319955685336005,-58.165840856816104,Paraguay,Africa/Tunis,"Hi Santa! My name is Jeffery and I am 5 years old. This year I want building blocks, craft kit, and science kit. I've been trying my best and helped my dad. Thank you!",CREATIVE,3,0.794,4,en,chimney,"""""""[{""""""""item_name"""""""": """"""""building blocks"""""""""""
REQ_2025_00000044,2025-11-13T05:52:25.036Z,CH_CF_44675,39.37558730107753,59.392863917911576,Turkmenistan,Europe/Podgorica,"Santa, please bring me picture book for Christmas. I really need it because I want to learn. I've been excellent all year. From Marissa",BOOKS,3,0.915,5,de,mailbox,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000411,2025-11-13T06:29:28.187Z,CH_MK_61576,46.80136063623011,8.229827525984147,Switzerland,Asia/Taipei,"Dear Santa, I have been very good this year. For Christmas, I would really like chapter book and maybe comic book. I promise to be kind to others. Love, Kathryn",BOOKS,3,0.951,5,de,chimney,"""""""[{""""""""item_name"""""""": """"""""chapter book"""""""""""
REQ_2025_00000442,2025-11-13T06:31:33.388Z,CH_KP_41632,0.9725894736527886,7.025857012969892,Sao Tome and Principe,Asia/Brunei,"Dear Santa, I have been very good this year. For Christmas, I would really like craft kit and maybe building blocks. I promise to share with my siblings. Love, Mary",CREATIVE,3,0.933,3,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""craft kit"""""""""""
REQ_2025_00000391,2025-11-13T06:53:42.044Z,CH_UY_29316,-5.68451435241952,144.24980028788872,Papua New Guinea,Asia/Brunei,"Hi Santa! My name is Amy and I am 12 years old. This year I want craft kit, science kit, and musical instrument. I've been kind and helped my brother. Thank you!",CREATIVE,3,0.907,1,es,stocking,"""""""[{""""""""item_name"""""""": """"""""craft kit"""""""""""
REQ_2025_00000479,2025-11-13T07:00:11.987Z,CH_GR_22898,23.65652692642769,-102.00562347622414,Mexico,Europe/Istanbul,"Santa, please bring me action figure for Christmas. I really need it because I want to learn. I've been helpful all year. From Jill",TOYS,3,0.647,3,en,tree,"""""""[{""""""""item_name"""""""": """"""""action figure"""""""""""
REQ_2025_00000607,2025-11-13T07:06:11.011Z,CH_PL_34831,51.166433587738226,10.44678053243846,Germany,Africa/Bamako,"Santa, please bring me comic book for Christmas. I really need it because all my friends have one. I've been trying my best all year. From Lindsey",BOOKS,3,0.761,5,it,mailbox,"""""""[{""""""""item_name"""""""": """"""""comic book"""""""""""
REQ_2025_00000653,2025-11-13T07:12:08.978Z,CH_SD_47602,-2.4856884969896424,117.89009358104923,Indonesia,America/Santo_Domingo,"Hi Santa! My name is Jennifer and I am 9 years old. This year I want drone, gaming console, and robot. I've been kind and helped my grandparents. Thank you!",ELECTRONICS,3,0.737,1,es,mailbox,"""""""[{""""""""item_name"""""""": """"""""drone"""""""""""
REQ_2025_00000578,2025-11-13T07:31:37.316Z,CH_CY_72050,-31.7616246143265,-71.32218281567567,Chile,Africa/Mogadishu,"Santa, please bring me smartwatch for Christmas. I really need it because it would help me in school. I've been trying my best all year. From Joshua",ELECTRONICS,3,0.685,2,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
REQ_2025_00000194,2025-11-13T10:17:29.145Z,CH_AU_45200,46.798114748661554,8.232654068818926,Switzerland,Pacific/Galapagos,"Hi Santa! My name is William and I am 9 years old. This year I want chapter book, educational book, and picture book. I've been trying my best and helped my sister. Thank you!",BOOKS,3,0.826,2,es,chimney,"""""""[{""""""""item_name"""""""": """"""""chapter book"""""""""""
REQ_2025_00000930,2025-11-13T10:34:39.551Z,CH_AU_30876,29.274416672846005,47.50146050250607,Kuwait,Europe/Zurich,"Santa, please bring me smartwatch for Christmas. I really need it because all my friends have one. I've been good all year. From Larry",ELECTRONICS,3,0.634,2,ja,stocking,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
REQ_2025_00000687,2025-11-13T10:51:10.712Z,CH_VA_77677,28.235279925152938,-177.36605278196103,United States Minor Outlying Islands,Asia/Baku,"Santa, please bring me chapter book for Christmas. I really need it because all my friends have one. I've been excellent all year. From Richard",BOOKS,3,0.606,4,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""chapter book"""""""""""
REQ_2025_00000441,2025-11-13T11:21:06.540Z,CH_NE_21046,-12.826198995121684,45.15251023296118,Mayotte,Asia/Chongqing,"Santa, please bring me basketball for Christmas. I really need it because all my friends have one. I've been excellent all year. From John",SPORTS,3,0.615,3,zh,tree,"""""""[{""""""""item_name"""""""": """"""""basketball"""""""""""
REQ_2025_00000318,2025-11-13T11:31:12.886Z,CH_UG_84569,-0.900312974017161,11.692071563214377,Gabon,Asia/Dubai,"Dear Santa, I have been very kind this year. For Christmas, I would really like comic book and maybe coloring book. I promise to help with chores. Love, Melissa",BOOKS,3,0.846,1,fr,tree,"""""""[{""""""""item_name"""""""": """"""""comic book"""""""""""
REQ_2025_00000801,2025-11-13T11:37:36.158Z,CH_LV_20888,8.778325423810927,1.0215384180682516,Togo,Asia/Damascus,"Dear Santa, I have been very kind this year. For Christmas, I would really like craft kit and maybe science kit. I promise to do my homework. Love, Cindy",CREATIVE,3,0.742,4,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""craft kit"""""""""""
REQ_2025_00000086,2025-11-13T11:59:41.834Z,CH_LR_67340,25.331310943538895,51.22986805937883,Qatar,America/Antigua,"Dear Santa, I have been very excellent this year. For Christmas, I would really like art supplies and maybe craft kit. I promise to be kind to others. Love, Brittany",CREATIVE,3,0.637,2,ja,stocking,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000854,2025-11-13T13:28:42.837Z,CH_KR_50388,15.583914871615015,-90.34404307425042,Guatemala,Europe/Berlin,"Hi Santa! My name is Leonard and I am 5 years old. This year I want action figure, stuffed animal, and board game. I've been trying my best and helped my sister. Thank you!",TOYS,3,0.942,4,ja,mailbox,"""""""[{""""""""item_name"""""""": """"""""action figure"""""""""""
REQ_2025_00000147,2025-11-13T13:48:24.306Z,CH_LA_43913,-8.703213427986979,159.1052785965499,Solomon Islands,Europe/Brussels,"Hi Santa! My name is Perry and I am 12 years old. This year I want puzzle, toy car, and board game. I've been trying my best and helped my mom. Thank you!",TOYS,3,0.689,5,de,mailbox,"""""""[{""""""""item_name"""""""": """"""""puzzle"""""""""""
REQ_2025_00000341,2025-11-13T13:54:00.035Z,CH_SO_72205,14.58668854305911,29.489517526501974,Sudan,Pacific/Tongatapu,"Hi Santa! My name is Mckenzie and I am 3 years old. This year I want headphones, robot, and drone. I've been trying my best and helped my brother. Thank you!",ELECTRONICS,3,0.705,5,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""headphones"""""""""""
